id,itemId,itemName,itemBatch,batch,expiryDate,packSize,numberOfPacks,numberOfPacksSent,transaction,note,costPrice,sellPrice,sortIndex
82c47ee0e14811e7a5872fa61e46d180,115C8817AC366A4C988A60FAAE64FC63,"ARTEMETHER 20mg / LUMEFANTRINE 120mg, blister infant 6 tab",82c409b0e14811e7a5872fa61e46d180 ,,"2018-10-31 00:00:00 +0000",1,30,30,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,9
e871b370e14811e7a5872fa61e46d180,E7F84FC94E8B4647B1954DB8C1F2D93C,"ARTEMETHER 20mg / LUMEFANTRINE 120mg, blister youth 18 tab.",e8713e40e14811e7a5872fa61e46d180 ,,"2018-09-30 00:00:00 +0000",1,207,207,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,11
b65a8fa0e14911e7a5872fa61e46d180,89DC4DB6CC39A14CB8BAB694AC801B2D,"CEFIXIME, 200 mg, tab.",b659f360e14911e7a5872fa61e46d180 ,,"2018-02-28 00:00:00 +0000",1,100,100,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,14
c38ed730e14911e7a5872fa61e46d180,89DC4DB6CC39A14CB8BAB694AC801B2D,"CEFIXIME, 200 mg, tab.",c38e6200e14911e7a5872fa61e46d180 ,,"2018-05-31 00:00:00 +0000",1,200,200,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,15
6b23c250e14811e7a5872fa61e46d180,6CC3456CFB54B24BAB2F5ED77C04032A,"CHLORPHENAMINE 10mg/ml, 1ml, amp.",6b234d20e14811e7a5872fa61e46d180 ,,"2018-04-30 00:00:00 +0000",1,25,25,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,8
14166150e14a11e7a5872fa61e46d180,AD2D5DB09B14AD4FB7C6DFB7FFD2E04D,"CLOXACILLIN sodium, eq. 250 mg base, caps.",1415ec20e14a11e7a5872fa61e46d180 ,,"2018-05-31 00:00:00 +0000",1,900,900,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,18
2b95da40e14a11e7a5872fa61e46d180,977C300C8383D94AB382F15BF9137F6D,"DOXYCYCLINE hydrochloride, 100 mg, tab.",2b953e00e14a11e7a5872fa61e46d180 ,,"2018-06-30 00:00:00 +0000",1,1000,1000,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,19
4fb215b0e14a11e7a5872fa61e46d180,1954F5D3F1047C49A8FDBCF549A9940F,"FOLIC acid, 5 mg, tab.",4fb17970e14a11e7a5872fa61e46d180 ,,"2020-07-31 00:00:00 +0000",1,7300,7300,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,21
1e4f0a30e14c11e7a5872fa61e46d180,8F941175CE39AD44B39A8AA8BEAAFBEF,"GLOVE, EXAMINATION, latex, s.u. non sterile, large",1e4e9500e14c11e7a5872fa61e46d180 ,,"2019-01-31 00:00:00 +0000",1,4000,4000,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,50
2a274430e14c11e7a5872fa61e46d180,BEAEEF64688FD844BB0F8BC2D7C9C606,"GLOVE, EXAMINATION, latex, s.u. non sterile, medium",2a2659d0e14c11e7a5872fa61e46d180 ,,"2022-01-31 00:00:00 +0000",1,32000,32000,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,51
467cfd50e14c11e7a5872fa61e46d180,BEAEEF64688FD844BB0F8BC2D7C9C606,"GLOVE, EXAMINATION, latex, s.u. non sterile, medium",467c8820e14c11e7a5872fa61e46d180 ,,"2022-04-30 00:00:00 +0000",1,6500,6500,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,53
3769e3a0e14c11e7a5872fa61e46d180,DF0A867BB4695D42B9DACC05CCA882D6,"GLOVE, EXAMINATION, latex, s.u. non sterile, small",37694760e14c11e7a5872fa61e46d180 ,,"2021-09-30 00:00:00 +0000",1,31000,31000,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,52
4512e2d0e14811e7a5872fa61e46d180,6B7BB9237452FA458ABB7492AB20CF4D,"HYOSCINE BUTYLBROMIDE (scopolamine butylbrom), 20 mg/1ml,amp",451294b0e14811e7a5872fa61e46d180 ,,"2019-11-30 00:00:00 +0000",1,10,10,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,6
638a0a70e14a11e7a5872fa61e46d180,694D1A4B13EF834993B552F7F0B11B55,"IBUPROFEN, 400 mg, tab.",63896e30e14a11e7a5872fa61e46d180 ,,"2019-08-31 00:00:00 +0000",1,2500,2500,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,22
5a1c2ba0e14811e7a5872fa61e46d180,1AE31DB442812841BD28A88FA8412E39,"MEDROXYPROGESTERONE acetate, 150 mg, 1 ml, vial",5a1bb670e14811e7a5872fa61e46d180 ,,"2021-10-31 00:00:00 +0000",1,258,258,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,7
75324df0e14a11e7a5872fa61e46d180,82A09C323DAEB747B294CADBCD413A0F,"METOCLOPRAMIDE hydrochloride anhydrous, 10 mg, tab.",7531ffd0e14a11e7a5872fa61e46d180 ,,"2018-11-30 00:00:00 +0000",1,81,81,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,23
84899c90e14a11e7a5872fa61e46d180,82A09C323DAEB747B294CADBCD413A0F,"METOCLOPRAMIDE hydrochloride anhydrous, 10 mg, tab.",84892760e14a11e7a5872fa61e46d180 ,,"2019-07-31 00:00:00 +0000",1,500,500,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,24
96cdf900e14a11e7a5872fa61e46d180,A78939DB38CFD34B92B57AC1560F9DC2,"MULTIVITAMINES, tab.",96cd83d0e14a11e7a5872fa61e46d180 ,,"2018-07-31 00:00:00 +0000",1,1200,1200,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,25
a38a7880e14a11e7a5872fa61e46d180,A78939DB38CFD34B92B57AC1560F9DC2,"MULTIVITAMINES, tab.",a389dc40e14a11e7a5872fa61e46d180 ,,"2019-06-30 00:00:00 +0000",1,1000,1000,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,26
b1407330e14a11e7a5872fa61e46d180,3FBF55496070964A887CCBBF4B6EB9A1,"OMEPRAZOLE, 20 mg, enteric caps.",b13ffe00e14a11e7a5872fa61e46d180 ,,"2020-03-31 00:00:00 +0000",1,930,930,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,27
cb937e80e14a11e7a5872fa61e46d180,63AB54F4F46D9546A298CCF6AC4D2FA0,"ORAL REHYDRATION SALTS (ORS) low osmol., sachet 20.5 g/1l",cb92e240e14a11e7a5872fa61e46d180 ,,"2020-08-31 00:00:00 +0000",1,3025,3025,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,28
e0008750e14a11e7a5872fa61e46d180,E6A244E41CF3BD449BC6AF6069A67F5A,"PARACETAMOL (acetaminophen), 500 mg, tab.",e0001220e14a11e7a5872fa61e46d180 ,,"2019-09-30 00:00:00 +0000",1,24500,24500,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,29
eba0c160e14a11e7a5872fa61e46d180,E6A244E41CF3BD449BC6AF6069A67F5A,"PARACETAMOL (acetaminophen), 500 mg, tab.",eba04c30e14a11e7a5872fa61e46d180 ,,"2020-01-31 00:00:00 +0000",1,9000,9000,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,30
f7e355f0e14a11e7a5872fa61e46d180,E6A244E41CF3BD449BC6AF6069A67F5A,"PARACETAMOL (acetaminophen), 500 mg, tab.",f7e292a0e14a11e7a5872fa61e46d180 ,,"2020-03-31 00:00:00 +0000",1,6000,6000,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,31
097b6cd0e14b11e7a5872fa61e46d180,9C1E0D5882B1844BB8CA5352ADDCA4F0,"PYRIDOXINE hydrochloride (vitamin B6), 50 mg, tab.",097af7a0e14b11e7a5872fa61e46d180 ,,"2018-12-31 00:00:00 +0000",1,283,283,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,32
16789ed0e14b11e7a5872fa61e46d180,9C1E0D5882B1844BB8CA5352ADDCA4F0,"PYRIDOXINE hydrochloride (vitamin B6), 50 mg, tab.",167829a0e14b11e7a5872fa61e46d180 ,,"2019-05-31 00:00:00 +0000",1,1000,1000,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,33
a1468680e14b11e7a5872fa61e46d180,910D0C02C94C0E4EBAC20EC3B5F82B4E,"READY TO USE THERAPEUTIC FOOD, paste, 500 kcal, 92 g sachet",a1461150e14b11e7a5872fa61e46d180 ,,"2018-08-31 00:00:00 +0000",1,2338,2338,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,42
75b39340e14711e7a5872fa61e46d180,EEDFFE81A65EC54AA656D3F43C006E6A,"SULFADIAZINE SILVER, 1%, cream, 50 g, tube",75b31e10e14711e7a5872fa61e46d180 ,,"2018-08-31 00:00:00 +0000",1,26,26,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,4
effc5de0e14b11e7a5872fa61e46d180,DC622B83A28A6847BE98F596E5B8197A,"SYRINGE, s.u., Luer, 10 ml, + needle, 23 G x 1 1/4'",effbe8b0e14b11e7a5872fa61e46d180 ,,"2019-08-31 00:00:00 +0000",1,100,100,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,47
027add20e14c11e7a5872fa61e46d180,D5E277D43458284485F0F8D46FEBA3BD,"SYRINGE, Disposable, Luer, 20 ml, + needle, 23 G x 1 1/4'",027a40e0e14c11e7a5872fa61e46d180 ,,"2018-06-30 00:00:00 +0000",1,3,3,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,48
0e27c160e14c11e7a5872fa61e46d180,465A50532AA27E458CB5E551C1E60228,"Scalp vein infusion set 23G (0.7x19mm)",0e274c30e14c11e7a5872fa61e46d180 ,,"2018-04-30 00:00:00 +0000",1,25,25,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,49
4b2a23f0e14711e7a5872fa61e46d180,389C4FCF010497489FE48B324904B83E,"TEST, PREGNANCY (RST/hCG), 1 strip",4b2987b0e14711e7a5872fa61e46d180 ,,"2019-09-30 00:00:00 +0000",1,40,40,1639e4f0e14711e7a5872fa61e46d180 ,,0,0,1
BB6929BAC9B03A4A9EE8EF0CB84893C7,5847A4158B45FE429DA06D8ACB6EBBA3,"ZINC sulfate, eq. to 20 mg zinc mineral, dispersible tab.",8EBE763F81C6184F9E6A2114B8B17EB6 ,,"2020-09-30 00:00:00 +0000",1,1800,1800,2679AB185D9FB64793EA16BA8DF181E1 ,,2,0,1
6DA555B39D1A664FA7808114BAFF5AC3,B758D0C53874E449B1F437064F140042,"POLYVIDONE IODINE, 10%, solution, 200 ml, dropper bot.",EB25D610D194D04798A8C6FCF39008B6 ,15003U094,"2018-09-30 00:00:00 +0000",1,28,28,8EE5C5050F26DE4ABDD08B470BBB3C93 ,,14,0,1
FFA31EA3F261CB4FABF20C55A4241CDE,B758D0C53874E449B1F437064F140042,"POLYVIDONE IODINE, 10%, solution, 200 ml, dropper bot.",0252D620B26068438742B57C9E6DC18D ,15003U105,"2018-09-30 00:00:00 +0000",1,2,2,8EE5C5050F26DE4ABDD08B470BBB3C93 ,,14,0,2
A9914D350BBFEE4AA7D43E3400C51645,787DCC887927D74FB17F53E164F1C148,"ALBENDAZOLE, 400 mg, tab.",B8352925C7DA0A41A2466CB2D3167723 ,,"2018-10-31 00:00:00 +0000",1,600,600,8EE5C5050F26DE4ABDD08B470BBB3C93 ,,2,0,3
AC06A09020382943B424C89D811E8127,5847A4158B45FE429DA06D8ACB6EBBA3,"ZINC sulfate, eq. to 20 mg zinc mineral, dispersible tab.",4865A5D5ECAB654291733056E1075CAF ,,"2020-03-31 00:00:00 +0000",1,2500,2500,8EE5C5050F26DE4ABDD08B470BBB3C93 ,,2,0,4
EC06BCFF85A4E8408A97E998CA4D2F95,49ED4A7108F45549B1BD286574BBE77A,"SCALE, mechanical, adult 0-150 kg, grad. 500 g",86C27DAD990C234CA6058FFE1B2E807F ,,<null>,1,20,20,8EE5C5050F26DE4ABDD08B470BBB3C93 ,,767,0,5
9F2C79AECDCC4D49AF93CFA2707C4CA7,82253A98F4AF0241BE321423038B1535,"TEST, MALARIA, P.F/P.V, SD bioline (25 tests/kit), test",3AA9CD269C7B024DA8A0168AD746B1C0 ,05DDC012A,"2019-05-31 00:00:00 +0000",1,755,755,9FD5DB30C38B4A4D866F899EE306E38F ,,34,0,1
8D49D90C0852284492EE9350A0323F67,2EE132A7A6899C469CB69BBF3E49F049,"BENZYL BENZOATE, 25%, lotion, 1 l, bot.",061A5F6366D3F74AAD36A06A9FAB9770 ,16018B99,"2019-06-30 00:00:00 +0000",1,2,2,9FD5DB30C38B4A4D866F899EE306E38F ,,37,0,2
EF499E656CDD4D4F9ECB74251636D9D9,CCA93D36ADFABE469A2C0BDFF462680B,"MICONAZOL nitrate, 2%, cream, 30 g, tube",88CDE0B70148B440A1C140031CBFFD9B ,31115,"2019-09-30 00:00:00 +0000",1,100,100,9FD5DB30C38B4A4D866F899EE306E38F ,,28,0,3
FCFE352E328D5D4D9484AE6D48151B2C,1AE31DB442812841BD28A88FA8412E39,"MEDROXYPROGESTERONE acetate, 150 mg, 1 ml, vial",11930E9E48205943A6391FCD4317AF9F ,,"2022-03-31 00:00:00 +0000",1,125,125,9FD5DB30C38B4A4D866F899EE306E38F ,,38,0,4
99ADE445E0924E49B25BD96F2D08A361,28D1A7154505B3419EE96EF7D75E7175,"ARTEMETHER 20mg / LUMEFANTRINE 120mg, blister child 12 tab.",DE1CA51F49E32044A9E93E30CDB4B30D ,DYI1516167,"2018-04-30 00:00:00 +0000",1,30,30,9FD5DB30C38B4A4D866F899EE306E38F ,,92,0,5
56D61806BA3E8D4794C7CE623623B5D5,84ADCDB8C5A00047AB51516CE8627FFE,"ALUMINIUM hydroxide 400mg / MAGNESIUM hydroxide 400mg, tab.",A24674535C621E44A0048CF128E8C3A6 ,514,"2020-04-30 00:00:00 +0000",1,4000,4000,9FD5DB30C38B4A4D866F899EE306E38F ,,1,0,6
0374D8B0FA0A47438B08093AF2310494,0B9B6A41369F3A449E69FDCE68B25F9E,"ETHINYLESTR. 0.03 mg / LEVONORGESTREL 0.15 mg, plaq. 28 tab.",3134AC6384BF9748A9842C6D66CBCC69 ,ZP656003,"2019-08-31 00:00:00 +0000",1,108,108,9FD5DB30C38B4A4D866F899EE306E38F ,,38,38,7
0252C81AC1469C479A07E417AA5250AE,25B06E70357D4B4EB02F7B2AAA5F3D75,"CHLORPHENAMINE hydrogen maleate, 4 mg, tab.",2CA7E8D436992C46BF24C81CC39000C9 ,999161201,"2019-12-31 00:00:00 +0000",1,5750,5750,9FD5DB30C38B4A4D866F899EE306E38F ,,0,0,8
F7E475284D773D46B025770648ADBB8D,F14234C9384C4B47906EC92890EBE2FB,"FERROUS sulfate (or fumarate), 200 mg (= 65 mg iron), tab",5E09E23D06508741821AB09456CD312F ,47763,"2020-05-31 00:00:00 +0000",1,3750,3750,9FD5DB30C38B4A4D866F899EE306E38F ,,0,0,9
2DDD35CD059C424EB68DC9752A0BBBE2,1954F5D3F1047C49A8FDBCF549A9940F,"FOLIC acid, 5 mg, tab.",68A64DC0CD386F4CA906F6155D5EA081 ,0937K3,"2019-02-28 00:00:00 +0000",1,3575,3575,9FD5DB30C38B4A4D866F899EE306E38F ,,1,0,10
08B0FD7B1D3C974B8EF3D42D27ED0571,3DD73484BB578D498761EEA97349B12F,"PRIMAQUINE diphosphate, eq. 7.5 mg base, tab.",4C8ADB20C6160C418F31EE5BB0C0C65D ,56194,"2018-07-31 00:00:00 +0000",1,250,250,9FD5DB30C38B4A4D866F899EE306E38F ,,1,0,11
5157CEB01300BB46A3A0C3AA7A83B8A7,EA519454C9189B47A8A66BAAE5B60FC0,"TAPE, ADHESIVE, zinc oxide, ROLL, 7.5 cm x 10 m",16B1752497C4334D9F059D01B08E0129 ,,<null>,1,4,4,9FD5DB30C38B4A4D866F899EE306E38F ,,79,0,12
484D45D36B01C440ADC2B732F95DACE8,AADDD9267BFDAF4D8B9AAAA042FF3C68,"METHYLATED spirit, external use, 500ml, bottle",7463F21C0AC5AA48A2499BB3EE34E3F3 ,245,"2020-06-30 00:00:00 +0000",1,52,52,9FD5DB30C38B4A4D866F899EE306E38F ,,48,0,13
189082AD58A98D42BBA54D4E420F21A5,B758D0C53874E449B1F437064F140042,"POLYVIDONE IODINE, 10%, solution, 200 ml, dropper bot.",4254C0FA90886F48842E34B7E24F09B6 ,,"2018-09-30 00:00:00 +0000",1,30,30,1DAC5EF9CB094F4D8251080F16DAA89C ,,14,0,1
E6520CBEE0581447A664D36D4C5F435E,82253A98F4AF0241BE321423038B1535,"TEST, MALARIA, P.F/P.V, SD bioline (25 tests/kit), test",01FEABFAE2EBD54CB82BF26F5B9BFA1D ,05DDC012A,"2019-05-31 00:00:00 +0000",1,2270,2270,0B8DA1B40AB4E843BEE176E244DCA73F ,,34,0,1
7eb85bc0f4ec11e7bf15c9f215211448,82253A98F4AF0241BE321423038B1535,"TEST, MALARIA, P.F/P.V, SD bioline (25 tests/kit), test",3AA9CD269C7B024DA8A0168AD746B1C0 ,05DDC012A,"2019-05-31 00:00:00 +0000",1,560,560,1cac1bb0f4ec11e7bf15c9f215211448 ,,34,0,0
ea24f310f1ee11e7900945d7ca3e6bf7,B758D0C53874E449B1F437064F140042,"POLYVIDONE IODINE, 10%, solution, 200 ml, dropper bot.",ea247de0f1ee11e7900945d7ca3e6bf7 ,,"2019-09-30 00:00:00 +0000",1,60,60,ce7f01f0f1ee11e7900945d7ca3e6bf7 ,,0,0,0
29F1173D5232784AA0D5AAC0BB30DD42,2EE132A7A6899C469CB69BBF3E49F049,"BENZYL BENZOATE, 25%, lotion, 1 l, bot.",7719743FCA0C8748A495F9BF4EEE05D6 ,16018B99,"2019-06-30 00:00:00 +0000",1,7,7,0B8DA1B40AB4E843BEE176E244DCA73F ,,37,0,4
12CAF1512F9FCA4386C70D67FF9AF494,CCA93D36ADFABE469A2C0BDFF462680B,"MICONAZOL nitrate, 2%, cream, 30 g, tube",DC4EF18D0174E94C9B5F1F0C974CC432 ,31115,"2019-09-30 00:00:00 +0000",1,290,290,0B8DA1B40AB4E843BEE176E244DCA73F ,,28,0,5
5B3D7F9DD5C20C4CA64E53858C3CFCC2,1AE31DB442812841BD28A88FA8412E39,"MEDROXYPROGESTERONE acetate, 150 mg, 1 ml, vial",1D67F38BCE31764AAE9BDEE41448406A ,,"2022-03-31 00:00:00 +0000",1,375,375,0B8DA1B40AB4E843BEE176E244DCA73F ,,38,0,6
670189b0f4ed11e7bf15c9f215211448,389C4FCF010497489FE48B324904B83E,"TEST, PREGNANCY (RST/hCG), 1 strip",67007840f4ed11e7bf15c9f215211448 ,,"2019-09-30 00:00:00 +0000",1,300,300,3c2602c0f4ed11e7bf15c9f215211448 ,,0,0,0
146ABC8DED7E1449A5C318CFD12A30CF,28D1A7154505B3419EE96EF7D75E7175,"ARTEMETHER 20mg / LUMEFANTRINE 120mg, blister child 12 tab.",7F14BB1C53362640A2CE51A2B14F8CBA ,DYI1516167,"2018-04-30 00:00:00 +0000",1,90,90,0B8DA1B40AB4E843BEE176E244DCA73F ,,92,0,8
7DF5F656AD635D408D3029690F58FA9B,84ADCDB8C5A00047AB51516CE8627FFE,"ALUMINIUM hydroxide 400mg / MAGNESIUM hydroxide 400mg, tab.",0B00481001913B449771CDB1323B772C ,514,"2020-04-30 00:00:00 +0000",1,12000,12000,0B8DA1B40AB4E843BEE176E244DCA73F ,,1,0,9
859EDC6F9452AA478AB9D08606BF58CA,0B9B6A41369F3A449E69FDCE68B25F9E,"ETHINYLESTR. 0.03 mg / LEVONORGESTREL 0.15 mg, plaq. 28 tab.",3FFD277F0BD0404ABF9B220D96F43B61 ,ZP656003,"2019-08-31 00:00:00 +0000",1,324,324,0B8DA1B40AB4E843BEE176E244DCA73F ,,38,0,10
AB7FF4134843C44E98F079867F546783,25B06E70357D4B4EB02F7B2AAA5F3D75,"CHLORPHENAMINE hydrogen maleate, 4 mg, tab.",F93F06FD9E1FD14EB5394ADA9B6E5CE1 ,999161201,"2019-12-31 00:00:00 +0000",1,17250,17250,0B8DA1B40AB4E843BEE176E244DCA73F ,,0,0,11
79F9384CA4AC1F41B7B9F700DA4604EC,F14234C9384C4B47906EC92890EBE2FB,"FERROUS sulfate (or fumarate), 200 mg (= 65 mg iron), tab",14C2F1B69EC7154784EAC0AB052B2ABA ,47763,"2020-05-31 00:00:00 +0000",1,11250,11250,0B8DA1B40AB4E843BEE176E244DCA73F ,,0,0,12
