id,itemId,joinsThisStore
D02C590DB181B64A9DA543AEFD759726,1FA657EEED0AB04AAF1AE1418C61CEB9,true
E1075D14B6B1B14E8F502DCA331E79BB,9E3CE1D5A95B734EACAF8F630AF6E33A,true
73064A65B9F152458ACAA20EE3C11B14,98966A7CDA6CCC48B8AF4418E6766B92,true
79D61AC442980647B228E2598BE7A5B1,2EE132A7A6899C469CB69BBF3E49F049,true
E93A35E00724994E9360598A217320EF,33CFF5676B110843801214297B7C1A32,true
8D857FDE644C524FB46920AD5CB6D936,F183A021D83CB94984FCA30AF685D2C7,true
61072FED239B0749843C60DBC60F391D,838C7364F8A939449A26805ED4018533,true
B3A6931A21427D488A70CF3781ED2144,B758D0C53874E449B1F437064F140042,true
832789E85045024791B295DFC2502AB7,CCA93D36ADFABE469A2C0BDFF462680B,true
A590A6538ABCA5449BA36108E72B6D6E,D4B73EDF01EFDE42B91C71025E8FDCA6,true
785CBC1B16CF224EB58EC6B7CF434EE0,C99074AD99438A4794C1398AAF589BE1,true
B26DA52C165C524B876F1EF6455043AD,EEDFFE81A65EC54AA656D3F43C006E6A,true
19E334BF2AE7B544A07C8F680B4D8051,8606522C503B04459EA86F93F0FE300D,true
3ADAEA549F6EDC48B46EEA1192E1A355,298F1E271DF2E44B9A75DE4EEC21B5F0,true
A133D97567564A4AA87CA6458E01C0C9,2F8BCD1E08E3624A8B1C5B42810B23DC,true
2ACBDB68B43E5F43916F0627FBAC176E,636CC95E79A87840AB7C6199C0D2BC27,true
E54883F665201843BF950FB86D6949FA,0292FD5F797A8A418C0A020537D1FA73,true
9F7A8BE019A3914C98D6BC1B42293D06,348857DDABC3CA449D49FAD34CA2654C,true
3805F5754D9E70409D414B0C13196291,1EA1B4DB5069EF42B126F8715C0964A6,true
57FBDF6A2CEA314A9E9A48290AE45915,8542B11FAC0AAA4E9D0EB427966A437B,true
56B86688F2033443B0F76BF83A7010DD,B805FEDFEDDDF74699A41AF6447A96E7,true
27FC51C4EB79D74E84576AA58B78313E,70D1D782F41B954DAD249BAA73D7066A,true
CA0FAB81FCE5AC499446A13A18EBB95B,52086F3F0772324BA0F11BA4B910A0B9,true
A18932D2533E704F8698AA1473EDF6EA,24E9E193D4FBAD489A1082016AE9237A,true
42B6E091E46AC84586009CBC914D4E41,B041FC5EBCED194AB127077CC38D6F00,true
809369B4AF3BBD408EBD14139D88EB24,FF6E39A8B814F743A923218614BFC2DC,true
20B86EF6BF9D2141808930CE3ECF70D6,A88DE2710C935E4BBEE10E2E055CBF9B,true
21BB9DF28228C241B5BD071270E1D6A5,5C19BE6A6AD37943BFD680BFF35CBC12,true
9CD7931C09120D4789FE0D07118A8D82,C67D4CF6B138DF4092C60CB88E42690B,true
529FCCFA30AE1948884A7B4B7F51D4F8,70BFF66289AD13448D126983962208D2,true
0FDBDD51A167E548BED9997DD3E6DF5F,36D0A654E68BA44BB60CD269114534DB,true
57912B2E9D15DB449F4577B802935F2C,6B7BB9237452FA458ABB7492AB20CF4D,true
E9C57EFCBBE5914FBFDBFA94D13F192C,595037CFFB8FF04CB00DD3777D80319C,true
7A9F3AFFB7E6DA40950CB01E8D235B33,1AE31DB442812841BD28A88FA8412E39,true
79A46D8699485C449FB98C0A0E221AD4,8CAE5876E643BB4BB8A6D68DDF14C7FE,true
5E234DD826C41D4882637E12465DB739,95FE4D22F50B174D8241DC1417EA9CD4,true
0B300EF334533D4CBD0793CE67DB4A5E,5F01AF3B6C86F1488C686B26CD1F0B9F,true
E6D1C426B4852142B51B27AA5B151EE1,5C01DD08F37BD9468B49BF3433D1AA14,true
AFB073D44DECCD47BBCD6601948EDC48,F356D3F0B37BBA4380F5F22905C714CD,true
FDB97C176DE4DA46826720F7D5699758,DF3C03BF18B91644854F185FE34B0E81,true
D3520E5F243C6E45AB12D9E63918519E,5FB53FEC36F23B46ADCA04CC3310160D,true
F5FFE731BAF5DD4A86747382F00A9BAD,77D6104B234F08409A75EEBFCBC2B729,true
7A03E91885014045BF1CD6F74C932585,3BF2F3A2939E054993DEEE867B90A190,true
8818E61288D92C48804819CDCEF4C530,6CC3456CFB54B24BAB2F5ED77C04032A,true
392162D469007F448E19AA453D7C506F,CDF9E0D9977AA443ADA08AC4238DE512,true
1CFB6894C7851C45A88E6D37AFC743F8,264AAF0EB5EF1F489D9A5B938AE19010,true
2AE54F422E0DB3479BEFFE3F312ADCF0,F4970C203F3E8C4594467086618A7092,true
1E6BC859BF791D4B89F5FB0914152A7B,26361944EA3CED498CA6DF7693A59355,true
B31975EAB1F51F459B232CB8709B1936,7BAD77F748CC814C993B3274B73A1D76,true
0090EE480CE78D4A8B9D261C8C8291D4,03023D816792C44990434B0E11B63D4A,true
EEA589C087B9B642B22C27EE1A4579B0,787DCC887927D74FB17F53E164F1C148,true
3184056B5B65514E83D358A28A68B9FC,115C8817AC366A4C988A60FAAE64FC63,true
4AFDB1369F138E4395B60724B7F9E839,28D1A7154505B3419EE96EF7D75E7175,true
77164B14FA995F47926683FCFDE514AC,E7F84FC94E8B4647B1954DB8C1F2D93C,true
554DF1E37E108448AF3611C717D024A5,15B98CDED983524199A74AED2E816496,true
73CAAF23F40AEF44B976C5514710C89D,84ADCDB8C5A00047AB51516CE8627FFE,true
DA22CBA1D27A88459EC48FCEEE71BACE,D75763DFCC67694A8425DAE568E71175,true
B7290D8F3B4CF8428A0E72AED1D1D3CD,F41E43056742734DA84505B6A64A5D44,true
1208134A3B1C8042BA47C93D1050759E,C8400A9B6B3E7044AA6F90F6C4A6F972,true
AF76CA62C086F8428746BD7BDD87E3C0,66063B3EF18B144CA24CB1EE739022E6,true
608FDEF18F13B141A188DE45CD955CFC,7268D064D78554469423E769D0C6EE4C,true
24B4653117D4924B91ECFAFF82271D5B,3492C0EC6F0F464288EBB0860E4AC78D,true
95E2162575EA9743B3A1C1691D1ACA7A,CCDC9764208D4D4799DBA3331520B08F,true
3E9375A789729D42BF3708E410B9EA9A,DBC929ECEE76DD4A88B88271A6B97366,true
A65934FAD363D44E98B49E2256A0C1F2,B308F53A2D4A244688234D46C01E215E,true
1EAA28924A82624FB65CFF405893353E,89DC4DB6CC39A14CB8BAB694AC801B2D,true
6B21D53A7016CE4CAF37DC07A6853990,25B06E70357D4B4EB02F7B2AAA5F3D75,true
D7B53E604507BA41A081B73BC6D973CF,8517022E30703D4AADC2B8D5F86BE82E,true
233E54B3B0D6E2449C7C328F51A6BEEA,046331E09A3CD847BD4A0AD099C2B9E0,true
93CDC3B051728F4D94918DBAC210D419,AD2D5DB09B14AD4FB7C6DFB7FFD2E04D,true
D2A3E93F463EAD4783E0CEEE8475F849,55BB497453399F45B8905121513A528E,true
17E2CA6D0948FD4B8B59563881D7E6C4,4E5956FE231D6E4DA348D77B5E1A57CC,true
EB64769DFD7AD34C9BFE1377D78B401A,B9C9EC398DDB4444A8B5A906E31C2D2B,true
F77A52C1E9C5A5448E236A9570918A7B,30E7E8836E04394595F92CB0D4619C6D,true
4D34EC7A70A2FA40BE932DCD59B545EA,D60B62EBBF7DB94696F4829DBB574084,true
7FB55D702548A54EB6952EA2BA6AA118,977C300C8383D94AB382F15BF9137F6D,true
3AC4B7AD8911C545A9870DFFCB535685,1D156DD46082C44AB8B01867228B438C,true
1A074C1C4F34E54D85C7E9DEAB60ED4F,449650819EA95C409F3970C639930491,true
B16D657872209843B4FCA10A979B4DA3,01E3DFDB8E988447BE7E6DA3DA6E63AA,true
39885BAD09764344908AF7AC0BFD7F0D,390585C436774A42A9075411151951EC,true
3DF903E151504747B7A531F641469DD9,83BEC082023BC1408334D9CFE75AE8B8,true
8A5E6E3E53873D4584FD339AD67A9429,0B9B6A41369F3A449E69FDCE68B25F9E,true
E0E8E2BF8149DF43B792E5BDB3E76494,6375CBEA8046DE4B82341840572E70F3,true
9582568C340F814C947655CA73F7F6F7,F14234C9384C4B47906EC92890EBE2FB,true
B7432BF344D65F4EAA3788090FDD25A4,21C4A8E4E2DFA040AA248B051B2AE19A,true
923A519380ECA84AB2F5B92AFC825B2F,1954F5D3F1047C49A8FDBCF549A9940F,true
0BD035B0F13D2049BF961670B517EFCD,9C775E4FC705944CB7973125CE64825A,true
C2C3D79D7A4CB4488106C385EF02FE90,827D03BC911F0740925EFCE88698ABD7,true
5B4319A0A2973B43BF62FF0015C96160,45E0C1E4A90EE44A8CBCFCA3D5C82AF5,true
0CE2E33CAE251642ACD67EEF1FAABED0,694D1A4B13EF834993B552F7F0B11B55,true
DDEDF7F56B86854498E8A777B7E1996C,9882CFAE5481294FA62C797298337614,true
824F9674E2455B449C2E7008F0C39D9C,13389DA18B7E754BA90B184C4734C2D0,true
1D9AE150B0FFC34497787E12A6AB7D0A,D1AF795D440DB34591911123326514FE,true
BFE89F880AA5C640A46427FE09DA23AD,CD15A19E145DEF44862E32AA78789770,true
F48C46AECD235348BA952E7954FDF375,20D0B120A0A11B45A4FD5DB4456F9762,true
1024668D61029F4BB187AF2BA984863A,94C42DFDFC160B4499901DA77759AB8D,true
A1B61E97822FD442A9D79CB879F8EA65,8B1E6341AEB94842B0F59D1DAC905DEA,true
627328120CF67B4389C35E12B917A94E,AEBC4C74CD4F294084224C037068E57B,true
E01883EA6BCDBF4E879950051C13972F,6CD80BE52CBDF54580ED110F0831EE58,true
7D176755E213494CA5938F6150D5AB5F,089967241BC0F542B99CD1D5BFCC994C,true
EA305C4EF70FA1408C2EF7BD747F64E8,6ABCEE5A36FD5C47AEEBE2C47698A0F8,true
AB060AABC7C83348984B37446465E688,84D6CE7BAE23A04E9434BBA230587751,true
15DF51D0715E3345A70DCF44EE8C741A,8E6C0472F4A6BA4C8DEB1B0F13962A82,true
9E0EA3CCBFD8A4488B0AD7F4714B4521,1C4072B18B2ED348BB7F4AFC2ED00689,true
94ED2A7EBA2A184285FF6C2E73063DC6,82A09C323DAEB747B294CADBCD413A0F,true
8429ACD30BA40446A91FD9E29980EC33,2DF0C728C770364585370939A7B83F0C,true
EA49809D1FF76F4DA2BC911159A67849,D75AEE6119E6274C81793A40CAF32CF4,true
2912B5E21BF19A42A5328DEF8CD0A7CA,A78939DB38CFD34B92B57AC1560F9DC2,true
F45D01300A00944C8E15441D526BC6EB,323DD9E94BC64A4BAE7D335F1FD2E7A1,true
F8EBF2670E2EB246998AFE32E9EDD47D,ECBF1FF13A88C54A9157B3C752DBBF0D,true
793EA44359ABD341845B0F8114ADDFBA,71EFD4EBF6BE4F47A5E482F688ADA1E0,true
D4359AFCCB9F1E4BA36FC212D66B1D36,40AECFB4B413DA45A7B5BD9D089861D9,true
405B2261051E894BB4DEE2F71CBF9194,3FBF55496070964A887CCBBF4B6EB9A1,true
5C82C6AF50EB5C49A61971BCCD69958B,63AB54F4F46D9546A298CCF6AC4D2FA0,true
98AFC636BF2A27428461718F3661DD4C,A110B345E490AD43913CEF9ABF21EA97,true
F0FA78B245F5944B87E4A81F68B80211,448CCD81B082404EB0F4BC971EC18124,true
29CD996531964141897C7F7885A0CD17,E6A244E41CF3BD449BC6AF6069A67F5A,true
7924C0A04684A2478FC914CB35A3F34D,402FB416EDA0884ABDF7D41DA0D55F49,true
3842ED3D5D404C468959B98858672B34,88A480BFBC260B4AAE237E9E7542B418,true
E86CC0A02A38584CAA28FD94B756913A,3037D83DAA506C48A337792DBD52D09D,true
C41DAE882E7D5C409AA07923E1D5E4B0,7974FADB4DBE744DAAB81DAFF5407373,true
6927CFC7F5FDF44CA7CE4CCF9EA1FD9B,8AEA0DD73AC6404D9DE2CB878FF09DE1,true
4B2E00EB2A4FCA4386E8BE380F9B7AFA,9C1E0D5882B1844BB8CA5352ADDCA4F0,true
29E222B06F96D44595155284829BEC89,EAD83238D464764D90C56542CDF8E2C0,true
422050AC442E18468E0B4C52D8A86AF9,3D4D67E86CC563409BE4686786B87E2E,true
CCF7CCCA121D514D8A2D76A31EC63EF2,3BC663F58298F141A4C023C95EC32845,true
98B30C08A8E6354EAAFC80AC46EBA211,4696BE35CAD46B4CAEA512B71F9FECD5,true
B1D12682191A164099E0B8FEFB43182E,095B1B9705C69844BAC9B9FE91AC856F,true
D8903ABAE07E7C4B8683F8E5A61031BB,1C1771EB54EAF44986A2530478BE3D47,true
BF2F4F86A985454199F2BE339616BD79,56B302A3991A6E43A1853F6D1F056B62,true
FEFC9C643F410B4BA934CFC5A741C845,2816C2009DF7F041A27FE8A11DC8D32B,true
3F778C88A911C34881A83C1C068317E0,FBBF6F10DBC0F1428D4750EECF4E592A,true
B87180ED418C534AA0485AE2AA494951,A719FA3FF40CDD48A3476A75F623A9F8,true
38EE988C4455A0479AC43F9EFBA15D39,320E1F087CD5C744A02E97C9F3B85DEE,true
93CF721A308A3F4CA3C43E1F9F14B3B3,F5D8157A5ACDB24EB847241035DE738E,true
E620E60ED25DCE458AF09AD72F8CD272,117D42F1163ECB44BABE64332FE3FF8D,true
CD187975AC523E4E9BB476DFACF25D35,0A0898F86CF3AA46A3C893BA08D03A36,true
1ACB13DCAD110440A6F7EB6801957316,5CC52FFCE3867D41BBDDC704D19B9200,true
17E1B3B3C05D994D8739B837C0AAEC99,8EC32FF8EB2B2140AA021E5BA3A5DF92,true
3064D2EFA7CFC04F8CF859876E5A2FEF,B1F2C21EBEE17B4D928D7B4FD6E51BD0,true
C517D7130BF93B4B97EA4E635E3E2D42,1A01D8C99DB10944A328ACB0269BE2C2,true
AF60E97C3E78F64A8B34D1D54CA97C2C,8A2BAFC5D8276948AB2FC1AD735BBE25,true
E66D0F1B2D561146B2BBE3275CF1620E,AB92C98FC18DD643BD6999C3081D0EA5,true
81935C1BD0A432409488F08889A006B7,A98455BE6A82BF4FBC13539C6B90C710,true
BF798674855FA94885234D870EA08EC0,CED538B2F2EB164D8A7FCEE9189D8894,true
0543B5679D8A7D40BAFB209BC1496177,FE86BDCAC0481D4DBBBCAFF2248C30C2,true
F468BC7A8CFDDA4499F9A3F818F4FEC8,0F5DA79CF1278342A447E16042D39280,true
43BE97CC6AC68A47AC77AC2C8BC592FC,ED2CC2020234E746AD454C2C5C23F3C7,true
7739CDBF5556E9489456580501F76BB2,C294F92D65007F49A102ED17F6C2E25E,true
BF132281D2616848B7CAC07ED7FA24AD,579D973B2518204A9304EB5BDECF3E11,true
69F5410A9987AA45A236BACAAD27B7DB,5847A4158B45FE429DA06D8ACB6EBBA3,true
2CEE82D24BC3E7418E5A7AD7024B0D9D,4AE0A261F696724CB7A8C78760E3920D,true
38323BEFE4F3D34FBFD2BE6D8C6B7065,81C469B4F1607046B72DA60C249AACFA,true
71BE04A77B05864B8AC1341556DE3698,3339F4527F89F640B0C9D53DEA87D016,true
6AACFA018835844480E20408C4463B6F,E539B580C6B3CF429600BAA4170757BE,true
C6D1D46681176C43AA633A65B15FE31C,75C64F662626B943B0F2CD938C17E467,true
CAF73F4986D0244898E0F119008A21A7,3DD73484BB578D498761EEA97349B12F,true
FC6BD1EF150BCE47BCA6531C3666BE52,B39051E94CBE774AB988AE363ED6702A,true
6A17212E88D5A7499A1D2C8710E36B68,ECCE82A23D6EB840BFCA552BBA64A56E,true
2755F1BBB28CD846A61A0B66D9F3653B,BBA73A73DE2DED4A86EAEA03144260BF,true
5D69A5D63FA40142A8B6E3A1A5D6C234,86650271176553448A8790F2F5886F4D,true
7CE2B07E997A82419D2EC216CA752126,06D28CC57F9F67448C05CC88467ABB3E,true
7B235F052C0794438CB2AEB817AF01D8,761649BF9BE81748BE98CB486DCA08E4,true
B3CB19D58065E94081BB2B0737449D7E,7C57D9EEDB3FA842821908DB9D30147A,true
99D91AF57AB5A44EA4320CCBC4ED64E2,532C509DBBA94248B9093B9C5CDE25FB,true
D26101F479D7EC4D96411DDD8E4EAEC4,DB3065134B57B742B291F999EDCAB5DE,true
B0F76215BD13FB4BA57E6293FC4F9A91,2FDCFF63D507A94DA916EA50AEA99984,true
F0C0CD07010C5E448FCA8C846737390B,95ADC9FAB430364AB4769E692556EAE9,true
F6286225C3354E4D9ED9882A807042F6,FAD7AB98B558A345A7BA8DFF595E45B0,true
60E6B03578F6A648B4D818D276F252F8,EF006B05A6917E4386A4FF156B054FC0,true
E744DC22136B8749BF78206184D9658B,CF76189BB60D744BACDA36DD6EAAE43A,true
FEFE6C24CC9BE846A2B8CE0A193E5FD6,49ED4A7108F45549B1BD286574BBE77A,true
4ED361633FF84347A89E13F3713F23B7,AF5A5F1C83CB6C48BFF25CD3B9CEEF12,true
E8EEB74BF4EE5E4D8EEFF76196BE7C76,9CD5D1338DB0274EA5A1C44B77AFB019,true
83B62B641D28384FAC9C6A70FF2CD545,910DADBF4AA55A49AF74C4CBFE316B6E,true
02D18C567064BD4EA72DA301FF35AF58,437BB5C0A77CC742BF3AE75CC30CBE80,true
5D81B10670B46240B0BD0056952F20EC,C8E2B693376B65469377B3C263DF7769,true
D9A763088B4B494EB1802585BE5B3325,F2E0D2A5C77718468A31A14F62C5A962,true
98267BC0EDFF6A43A828E294AC53F6FB,1569BAC5A58A604B93292F5753326963,true
702D184C84BC4347857FF22CC3A6C659,E0B9642CCD7159498109DBE82998951B,true
587958770022D0498FDFD5D149AB4F71,CEB5AE292BFAE04E84FE87E74371928B,true
26689EA82601914B91718EAFDA6F31B3,EF5F608E6E8D4D4C851511971417D0FA,true
F56FE752CFA4014784D646735C4A7D02,F8481F0A3F7BE743A7D437DEA8F59D77,true
76573BFEF0936440BE5696A89B1E997C,354CF372074F12419E513C5359BD97EB,true
3CE6995A80FF144AA7D333829AD82F17,FF450743D0DFFD4D9BC5267F08B413CD,true
A2FFF9D2DEB3344AB9DFBA28B4D946EB,4E0A40F9E9766D4BB5DFBC2E8F5BB4FA,true
992E48DED04C2A45AB07DDB50BF986CA,17BF364409D9AB49A60C4AD06E8302CC,true
2F594AF488A0CC47AF512EAD9E111506,F345ABDBF3AA964A943A4989A2175FCB,true
AF160BF32BBC1E4E854092091E9A8219,9A57402357CE6842A1FEC41B23BAC32B,true
6CAC10B7AC7A644A894BB651020FD442,5FEECAB728B3B24CAB513C689D9310BA,true
3569C219A8630D459E719C6D360D806E,118A48E6FB7D4D459234F148A1DBC56A,true
8B37850582047141A4E621E9165425FB,C23C3948A31EAF488023E32E45E1E01C,true
7FA3854E0DB24148A171C60939C8899F,5B4FEE1BDAA8D94BAC8079BF3EF0B6D4,true
131286BF35E5854D95A625AA728368CD,DBC4727FB2C6EA478EED8C5207390339,true
4E15CC57C007FF499A2F24C9FB76D913,D171B84BE24B1F4BB8BA31F41C8BF553,true
E26C033B8AC12F45AB426B7ECAC58ECA,D83B45789BCDA948B37591298370DD86,true
7BCA1045285ACD44A45394B4530A6E15,FC285D86A22D9D479998CA575F45E29E,true
CF1ABA814495904A9590ABA9347C0F82,A681D420333ECC4BA05F215F713B8C34,true
B282FD1C1D9F2F48B4E0B0F7BD277CCF,12053703C191A640A0B7B325D5D3FB24,true
ED57C9A6B96751428C13A8CE241FF4BE,5A8E5B3960303341BE3867D57542719E,true
3D079543DB79C34B86210DA30DB4B674,B9C0339D443BCF42A9E49847883E5D5F,true
DE79E6DFDB40A44E8BE3E8A20502D88C,0AC942B333BF004F9B2B7886F5F5298F,true
9CA0088D40B8C740AB48C55EE95286D0,6F82307CB793F24BAD76E6B229BD4E48,true
EE0C6F560D41354796AABDDE9871704A,F32126D1A37D1B4FB2DB4A1F2A4776F8,true
21052CDFF5ADF0479FEAEFA59AA9C25C,D7FA23308E3D4949870543F01510FAB1,true
10B78102FDBB2C45A8DC8C635238D4E9,B7B5D2C3AC964D43AB041B97CB622AA5,true
9A0994871FED3C4F8A1CBECA73AD7B94,31AC7B6AE5A9F643B146B62FA45D9F59,true
8378577EB5CD2141A15BB205459D8B4B,1A6BDE6F9954F7499DEB23F0350867EA,true
BD2B48E33AC0E3478F7273095FFE48CC,4817B1CBBD2F1746A810DBEC67253DCC,true
7900561236EFC440BBD6D5DE61CEC257,33AF52F6205C6043BF00465F340A2E13,true
09063DB37A5DD04E9C3B823A1D479B3C,922CD08F22F8494ABADDB8AEB0A1311A,true
9AE5D74DA366B744A68EEAFCDBD979CD,043974D9C527E743A92AC2D0F7EB5C69,true
01C7C81C72CE364D944170F179A28D67,CC2B90690060B149BB9F12DA10D28016,true
DE811D9EF562834F8CC8D9405973CD95,3EFB70D97FE4674C9465C77474676E50,true
6F832184E67643498BC8648E252FC323,9AD98CAE37325548B0697DA8FA7BB69F,true
376DFCD3C2FDC54A97C1B01EE501DC45,47851F030399E24AA3441DA8203DA028,true
3D9CF92717A1264A81953B83E1772722,4143FF867F6E6F4787F228E6B2E36672,true
D57A53C4A6693C4DBEF0E613A5805D20,44B602EB28A2E449A62615EF41051735,true
30861DB790EACD44BE9EA50E4B20B0D9,012CDA9F0E4DA3408DE910862B84B359,true
08F513D1BC62414FAD9BA0A48976466C,752319DFD352B74C9A570489FA6CE862,true
9B0A0941B6E5714388D760C284806BE4,E6810078A9CC244EAFCE585FD263F5E7,true
30A7BCE233E73A42A71F985AC685697F,6DD157CC5129D74EB30F6919530D1773,true
05A9A837BBF7CE40B34F1ED4DF137BDB,9E128825E89251478309A17590E3CF00,true
1CD48F2AC6D7FF43A5416D6A00CCDF73,C4B933C945AB7540A5FE9674982EC277,true
0EC28BA6DDE6BD4CA649F9E5EEAB53B9,8D9EF315EBE53745BEE47FF6180D2293,true
E94088920D05A949A3B1FFA7C91E80A7,FF24ADC78D7BF84FAF65AF2E5CE2E0DB,true
F34194397E84B54F973044B788CBF7FB,13191E6353489249B774209C5092BEB8,true
0067FA737E5EEA40BE7B935024D3B0D2,8B46BAA20B4D1E408B3A7C87BBF823BF,true
CFDA12BE29096445BB81BB0CDE206828,3E2C594A4CB12F4EBB99C0C779C36BBF,true
E1EE1829B48E234181835CF88269539B,07D67EAD3F8E6849B8EF3A5063CD145C,true
6477CEDD8415674CBC240E4C7F7B3BA4,9D17D08D8C75364A8072C0A229D27CDF,true
47F3AE4DE2F021499B241480282FEF64,5F976B4EA860FE499F516EDD98E43510,true
B2F13F35338BEB4196B34BDDD5D078A4,18BF0CBCB2EBB04EBA341901BBE364C1,true
D5B4A77FDA54624B8C2AAA45146E900D,E8AEED08F73C3E49BA7551CBC53C39F5,true
13FA86870479FF4FB676176B735DAE9F,DE22CF95473E5D48A438229D0DCDC82B,true
61D77C90A863014D977CE17443CA072B,26B3976BCD148D4DAD0BE3ED76C2749E,true
A930242F16F601449F373C0A24183A8F,057475931B2EE54CA0A2960402A494C2,true
71A7FACA50937248AF25D1A327EC6714,CDF505AB7C96344AB5FB325C6C33ABB2,true
AE87DAE10B55EC42AC988925538C10AA,4E7FF9BB7E2D184E9B5F46F3FE88008F,true
9685ABE4B638FA4CAED19D219B3B346B,0A3BDEEF40680A4398842933BB84D357,true
46C4EF84ABBFFD47AEDD19A46BDD6690,D6E0BD2287B15449A4FADBECE02B2452,true
37036CBA26595647B62EA25F63CB63BC,5C39B736DA32824495A9D5A58C977F46,true
05577751A744EB4AA09C84DA2391FB4F,ECA2CC0EE1EB9242976B4A8AE83CA95B,true
9C33F864079FFC4DAB68793FFC90AEF6,0DB0C127DF86E3499F7790A488F5FB44,true
A3CC1A46BDE0B34EA31055B31CA39D27,0822E3F6A0D3BA4D9129CA85B4B63222,true
4EAE3A6FD2175F4D930A7D60C8981D27,521B802D61EC6444A61EC6537D943A9E,true
E00BE7B9F2E29A4CAECB400537D9EEE5,B7D70DAF9459484C9CE4F83149504DB1,true
65BE7FA8C999D844B6FE6D6745D6D0C7,6989939AE62B88409E38EE0CA22ED543,true
19D1780A2DCC564392D1870E9DDF9CA3,36F9D48DF6216F498CFF4066CF561EA8,true
DB8105FE81B5DE49924E295D73FB2014,910D0C02C94C0E4EBAC20EC3B5F82B4E,true
623C1279B7B9BF49AE7B4298F084DF46,0ED75014B6651B469F9EE6BAE6005AAE,true
A15019C80FE4A14AA5C130567132FF45,2E931F01E966D34C9F47B348D6E48B38,true
EDEA9F6D255CEF4284775FE7278FD613,24CE18B37ED1AC4F8322E1FDC511F34F,true
D8F4CABF6F87A94F94CD9629B75B2A96,C8B806130F7DE844857CACF664A1FEA4,true
11821C6281122944AF2C682B8B3A66B9,518340EC69FA5E4FB18B85A988C9DE4F,true
4AEA13D30CF390479FDCA4740A9DAFB7,86E850F5E232974088136D4339F9D58D,true
74DAD2BF8BC8D94991140AD7A75D7934,8355F0E6B2E5B64193CDF8994BE80D7F,true
F5938CCC0CE55343A7B9CE1D2E7B889D,31F4EAD12B0C6A4B8423912C9D309EC1,true
9723AF903E64FD4BB5D1C5281E3DCD19,76AFEBFD40C3B3448FB074418DD5C5A1,true
2EBC09B274FA754FB8C02C8C24CE9954,ECF522780C6E4747934A82AE3D9478E6,true
5182C6F4022A964097B26CE1DE770E5C,B15F63F5A2A0E748A3159AACA9B51F7A,true
7CB8E9723262C9419D764EC35687D784,3B92796B35BA1C4D804FE7C285C42DD8,true
F91948AD256ADE4A817991B82A267BB8,DEA59A40C5F2D54892BDAFA415F22BE4,true
2A12D3337442DF49877602827C7AB245,18259433F8CB74448042524BCDB1A13F,true
5926975E69C31C469068BB65606CF65A,6555109D9A98C147A9106A16A287B316,true
951F79E64EAD474B84691BBA8E353582,73B46E98DB3AEB4ABB3CA3C9C83A4CBE,true
A156546CF540804C8E49F0DAFD9B8DB4,6F753FF7CBD8334AB09078BAC2F89F89,true
60748C24F9C3BE49BC6C063517F27A71,2F1ADAB6E2453947A84C49B5C3CAA5DE,true
D7B0F2023AC4F34382B5A0902319B5A0,6CCC5743567C814A9ABCE316FD5DDBD6,true
