ignore ID,,item,transaction,batches
ignore ID,,4E7FF9BB7E2D184E9B5F46F3FE88008F ,1639e4f0e14711e7a5872fa61e46d180 ,988ca380e14b11e7a5872fa61e46d180 
ignore ID,,2F1ADAB6E2453947A84C49B5C3CAA5DE ,1639e4f0e14711e7a5872fa61e46d180 ,ad1b1700e14b11e7a5872fa61e46d180 
ignore ID,,598EE18F3EB7CC4DA9346DBB2AA3C8B2 ,1639e4f0e14711e7a5872fa61e46d180 ,bd358e90e14b11e7a5872fa61e46d180 
ignore ID,,EA519454C9189B47A8A66BAAE5B60FC0 ,1639e4f0e14711e7a5872fa61e46d180 ,ca9d9050e14b11e7a5872fa61e46d180 
ignore ID,,A66333019D2D7341A595EB242A996FCC ,1639e4f0e14711e7a5872fa61e46d180 ,da66b390e14b11e7a5872fa61e46d180 
ignore ID,,7ED8F5679AC8F04A8F232A862FCBC215 ,1639e4f0e14711e7a5872fa61e46d180 ,53d08cb0e14c11e7a5872fa61e46d180 
ignore ID,,B605D1B7B8DF534CA94B7B99E676FB96 ,1639e4f0e14711e7a5872fa61e46d180 ,62c68170e14c11e7a5872fa61e46d180 
ignore ID,,115C8817AC366A4C988A60FAAE64FC63 ,1639e4f0e14711e7a5872fa61e46d180 ,82c47ee0e14811e7a5872fa61e46d180 
ignore ID,,E7F84FC94E8B4647B1954DB8C1F2D93C ,1639e4f0e14711e7a5872fa61e46d180 ,e871b370e14811e7a5872fa61e46d180 
ignore ID,,89DC4DB6CC39A14CB8BAB694AC801B2D ,1639e4f0e14711e7a5872fa61e46d180 ,b65a8fa0e14911e7a5872fa61e46d180 c38ed730e14911e7a5872fa61e46d180 
ignore ID,,6CC3456CFB54B24BAB2F5ED77C04032A ,1639e4f0e14711e7a5872fa61e46d180 ,6b23c250e14811e7a5872fa61e46d180 
ignore ID,,AD2D5DB09B14AD4FB7C6DFB7FFD2E04D ,1639e4f0e14711e7a5872fa61e46d180 ,14166150e14a11e7a5872fa61e46d180 
ignore ID,,977C300C8383D94AB382F15BF9137F6D ,1639e4f0e14711e7a5872fa61e46d180 ,2b95da40e14a11e7a5872fa61e46d180 
ignore ID,,1954F5D3F1047C49A8FDBCF549A9940F ,1639e4f0e14711e7a5872fa61e46d180 ,4fb215b0e14a11e7a5872fa61e46d180 
ignore ID,,8F941175CE39AD44B39A8AA8BEAAFBEF ,1639e4f0e14711e7a5872fa61e46d180 ,1e4f0a30e14c11e7a5872fa61e46d180 
ignore ID,,BEAEEF64688FD844BB0F8BC2D7C9C606 ,1639e4f0e14711e7a5872fa61e46d180 ,2a274430e14c11e7a5872fa61e46d180 467cfd50e14c11e7a5872fa61e46d180 
ignore ID,,DF0A867BB4695D42B9DACC05CCA882D6 ,1639e4f0e14711e7a5872fa61e46d180 ,3769e3a0e14c11e7a5872fa61e46d180 
ignore ID,,6B7BB9237452FA458ABB7492AB20CF4D ,1639e4f0e14711e7a5872fa61e46d180 ,4512e2d0e14811e7a5872fa61e46d180 
ignore ID,,694D1A4B13EF834993B552F7F0B11B55 ,1639e4f0e14711e7a5872fa61e46d180 ,638a0a70e14a11e7a5872fa61e46d180 
ignore ID,,1AE31DB442812841BD28A88FA8412E39 ,1639e4f0e14711e7a5872fa61e46d180 ,5a1c2ba0e14811e7a5872fa61e46d180 
ignore ID,,82A09C323DAEB747B294CADBCD413A0F ,1639e4f0e14711e7a5872fa61e46d180 ,75324df0e14a11e7a5872fa61e46d180 84899c90e14a11e7a5872fa61e46d180 
ignore ID,,A78939DB38CFD34B92B57AC1560F9DC2 ,1639e4f0e14711e7a5872fa61e46d180 ,96cdf900e14a11e7a5872fa61e46d180 a38a7880e14a11e7a5872fa61e46d180 
ignore ID,,3FBF55496070964A887CCBBF4B6EB9A1 ,1639e4f0e14711e7a5872fa61e46d180 ,b1407330e14a11e7a5872fa61e46d180 
ignore ID,,63AB54F4F46D9546A298CCF6AC4D2FA0 ,1639e4f0e14711e7a5872fa61e46d180 ,cb937e80e14a11e7a5872fa61e46d180 
ignore ID,,E6A244E41CF3BD449BC6AF6069A67F5A ,1639e4f0e14711e7a5872fa61e46d180 ,e0008750e14a11e7a5872fa61e46d180 eba0c160e14a11e7a5872fa61e46d180 f7e355f0e14a11e7a5872fa61e46d180 
ignore ID,,9C1E0D5882B1844BB8CA5352ADDCA4F0 ,1639e4f0e14711e7a5872fa61e46d180 ,097b6cd0e14b11e7a5872fa61e46d180 16789ed0e14b11e7a5872fa61e46d180 
ignore ID,,910D0C02C94C0E4EBAC20EC3B5F82B4E ,1639e4f0e14711e7a5872fa61e46d180 ,a1468680e14b11e7a5872fa61e46d180 
ignore ID,,EEDFFE81A65EC54AA656D3F43C006E6A ,1639e4f0e14711e7a5872fa61e46d180 ,75b39340e14711e7a5872fa61e46d180 
ignore ID,,DC622B83A28A6847BE98F596E5B8197A ,1639e4f0e14711e7a5872fa61e46d180 ,effc5de0e14b11e7a5872fa61e46d180 
ignore ID,,D5E277D43458284485F0F8D46FEBA3BD ,1639e4f0e14711e7a5872fa61e46d180 ,027add20e14c11e7a5872fa61e46d180 
ignore ID,,465A50532AA27E458CB5E551C1E60228 ,1639e4f0e14711e7a5872fa61e46d180 ,0e27c160e14c11e7a5872fa61e46d180 
ignore ID,,389C4FCF010497489FE48B324904B83E ,1639e4f0e14711e7a5872fa61e46d180 ,4b2a23f0e14711e7a5872fa61e46d180 
ignore ID,,5847A4158B45FE429DA06D8ACB6EBBA3 ,2679AB185D9FB64793EA16BA8DF181E1 ,BB6929BAC9B03A4A9EE8EF0CB84893C7 
ignore ID,,B758D0C53874E449B1F437064F140042 ,8EE5C5050F26DE4ABDD08B470BBB3C93 ,6DA555B39D1A664FA7808114BAFF5AC3 FFA31EA3F261CB4FABF20C55A4241CDE 
ignore ID,,787DCC887927D74FB17F53E164F1C148 ,8EE5C5050F26DE4ABDD08B470BBB3C93 ,A9914D350BBFEE4AA7D43E3400C51645 
ignore ID,,5847A4158B45FE429DA06D8ACB6EBBA3 ,8EE5C5050F26DE4ABDD08B470BBB3C93 ,AC06A09020382943B424C89D811E8127 
ignore ID,,49ED4A7108F45549B1BD286574BBE77A ,8EE5C5050F26DE4ABDD08B470BBB3C93 ,EC06BCFF85A4E8408A97E998CA4D2F95 
ignore ID,,82253A98F4AF0241BE321423038B1535 ,9FD5DB30C38B4A4D866F899EE306E38F ,9F2C79AECDCC4D49AF93CFA2707C4CA7 
ignore ID,,2EE132A7A6899C469CB69BBF3E49F049 ,9FD5DB30C38B4A4D866F899EE306E38F ,8D49D90C0852284492EE9350A0323F67 
ignore ID,,CCA93D36ADFABE469A2C0BDFF462680B ,9FD5DB30C38B4A4D866F899EE306E38F ,EF499E656CDD4D4F9ECB74251636D9D9 
ignore ID,,1AE31DB442812841BD28A88FA8412E39 ,9FD5DB30C38B4A4D866F899EE306E38F ,FCFE352E328D5D4D9484AE6D48151B2C 
ignore ID,,28D1A7154505B3419EE96EF7D75E7175 ,9FD5DB30C38B4A4D866F899EE306E38F ,99ADE445E0924E49B25BD96F2D08A361 
ignore ID,,84ADCDB8C5A00047AB51516CE8627FFE ,9FD5DB30C38B4A4D866F899EE306E38F ,56D61806BA3E8D4794C7CE623623B5D5 
ignore ID,,0B9B6A41369F3A449E69FDCE68B25F9E ,9FD5DB30C38B4A4D866F899EE306E38F ,0374D8B0FA0A47438B08093AF2310494 
ignore ID,,25B06E70357D4B4EB02F7B2AAA5F3D75 ,9FD5DB30C38B4A4D866F899EE306E38F ,0252C81AC1469C479A07E417AA5250AE 
ignore ID,,F14234C9384C4B47906EC92890EBE2FB ,9FD5DB30C38B4A4D866F899EE306E38F ,F7E475284D773D46B025770648ADBB8D 
ignore ID,,1954F5D3F1047C49A8FDBCF549A9940F ,9FD5DB30C38B4A4D866F899EE306E38F ,2DDD35CD059C424EB68DC9752A0BBBE2 
ignore ID,,3DD73484BB578D498761EEA97349B12F ,9FD5DB30C38B4A4D866F899EE306E38F ,08B0FD7B1D3C974B8EF3D42D27ED0571 
ignore ID,,EA519454C9189B47A8A66BAAE5B60FC0 ,9FD5DB30C38B4A4D866F899EE306E38F ,5157CEB01300BB46A3A0C3AA7A83B8A7 
ignore ID,,AADDD9267BFDAF4D8B9AAAA042FF3C68 ,9FD5DB30C38B4A4D866F899EE306E38F ,484D45D36B01C440ADC2B732F95DACE8 
ignore ID,,B758D0C53874E449B1F437064F140042 ,1DAC5EF9CB094F4D8251080F16DAA89C ,189082AD58A98D42BBA54D4E420F21A5 
ignore ID,,82253A98F4AF0241BE321423038B1535 ,0B8DA1B40AB4E843BEE176E244DCA73F ,E6520CBEE0581447A664D36D4C5F435E 
ignore ID,,82253A98F4AF0241BE321423038B1535 ,1cac1bb0f4ec11e7bf15c9f215211448 ,7eb85bc0f4ec11e7bf15c9f215211448 
ignore ID,,B758D0C53874E449B1F437064F140042 ,ce7f01f0f1ee11e7900945d7ca3e6bf7 ,ea24f310f1ee11e7900945d7ca3e6bf7 
ignore ID,,2EE132A7A6899C469CB69BBF3E49F049 ,0B8DA1B40AB4E843BEE176E244DCA73F ,29F1173D5232784AA0D5AAC0BB30DD42 
ignore ID,,CCA93D36ADFABE469A2C0BDFF462680B ,0B8DA1B40AB4E843BEE176E244DCA73F ,12CAF1512F9FCA4386C70D67FF9AF494 
ignore ID,,1AE31DB442812841BD28A88FA8412E39 ,0B8DA1B40AB4E843BEE176E244DCA73F ,5B3D7F9DD5C20C4CA64E53858C3CFCC2 
ignore ID,,389C4FCF010497489FE48B324904B83E ,3c2602c0f4ed11e7bf15c9f215211448 ,670189b0f4ed11e7bf15c9f215211448 
ignore ID,,28D1A7154505B3419EE96EF7D75E7175 ,0B8DA1B40AB4E843BEE176E244DCA73F ,146ABC8DED7E1449A5C318CFD12A30CF 
ignore ID,,84ADCDB8C5A00047AB51516CE8627FFE ,0B8DA1B40AB4E843BEE176E244DCA73F ,7DF5F656AD635D408D3029690F58FA9B 
ignore ID,,0B9B6A41369F3A449E69FDCE68B25F9E ,0B8DA1B40AB4E843BEE176E244DCA73F ,859EDC6F9452AA478AB9D08606BF58CA 
ignore ID,,25B06E70357D4B4EB02F7B2AAA5F3D75 ,0B8DA1B40AB4E843BEE176E244DCA73F ,AB7FF4134843C44E98F079867F546783 
ignore ID,,F14234C9384C4B47906EC92890EBE2FB ,0B8DA1B40AB4E843BEE176E244DCA73F ,79F9384CA4AC1F41B7B9F700DA4604EC 
ignore ID,,1954F5D3F1047C49A8FDBCF549A9940F ,0B8DA1B40AB4E843BEE176E244DCA73F ,A5FD799D5626984C8E8FA2D6EAC49233 
ignore ID,,3DD73484BB578D498761EEA97349B12F ,0B8DA1B40AB4E843BEE176E244DCA73F ,3866A814C73ECF43A53C41AFBC115663 
ignore ID,,EA519454C9189B47A8A66BAAE5B60FC0 ,0B8DA1B40AB4E843BEE176E244DCA73F ,3F5A0BC47A665641AEA1E370124B1B26 
ignore ID,,A78939DB38CFD34B92B57AC1560F9DC2 ,bb80ca30f1d411e79031b5af59368f9f ,bb853700f1d411e79031b5af59368f9f bb8a1900f1d411e79031b5af59368f9f 
ignore ID,,AADDD9267BFDAF4D8B9AAAA042FF3C68 ,bb86bda0f1d411e79031b5af59368f9f ,bb881d30f1d411e79031b5af59368f9f 
ignore ID,,A78939DB38CFD34B92B57AC1560F9DC2 ,4a623e50f1d511e79031b5af59368f9f ,4a64af50f1d511e79031b5af59368f9f 4a67bc90f1d511e79031b5af59368f9f 
ignore ID,,389C4FCF010497489FE48B324904B83E ,1cac1bb0f4ec11e7bf15c9f215211448 ,916f81c0f4ed11e7bf15c9f215211448 a5790dd0f4ed11e7bf15c9f215211448 
ignore ID,,AADDD9267BFDAF4D8B9AAAA042FF3C68 ,1cac1bb0f4ec11e7bf15c9f215211448 ,c96c6480f4ed11e7bf15c9f215211448 
ignore ID,,CCA93D36ADFABE469A2C0BDFF462680B ,1cac1bb0f4ec11e7bf15c9f215211448 ,246397f0f4ee11e7bf15c9f215211448 
ignore ID,,CCA93D36ADFABE469A2C0BDFF462680B ,348f4d90f4ee11e7bf15c9f215211448 ,5e26bbc0f4ee11e7bf15c9f215211448 
ignore ID,,1AE31DB442812841BD28A88FA8412E39 ,1cac1bb0f4ec11e7bf15c9f215211448 ,943bf2c0f4ee11e7bf15c9f215211448 
ignore ID,,115C8817AC366A4C988A60FAAE64FC63 ,1cac1bb0f4ec11e7bf15c9f215211448 ,b13565f0f4ee11e7bf15c9f215211448 
ignore ID,,28D1A7154505B3419EE96EF7D75E7175 ,1cac1bb0f4ec11e7bf15c9f215211448 ,cae24630f4ee11e7bf15c9f215211448 
ignore ID,,E7F84FC94E8B4647B1954DB8C1F2D93C ,1cac1bb0f4ec11e7bf15c9f215211448 ,dc933c40f4ee11e7bf15c9f215211448 
ignore ID,,84ADCDB8C5A00047AB51516CE8627FFE ,23df0930f4ef11e7bf15c9f215211448 ,49c99c00f4ef11e7bf15c9f215211448 
ignore ID,,84ADCDB8C5A00047AB51516CE8627FFE ,1cac1bb0f4ec11e7bf15c9f215211448 ,62a1c720f4ef11e7bf15c9f215211448 
ignore ID,,60B7B1A0AD44BB4FB93042E6750EB12A ,a212c670f4ef11e7bf15c9f215211448 ,bacc9420f4ef11e7bf15c9f215211448 
ignore ID,,25B06E70357D4B4EB02F7B2AAA5F3D75 ,a212c670f4ef11e7bf15c9f215211448 ,63fd1bf0f4f011e7bf15c9f215211448 
ignore ID,,0B9B6A41369F3A449E69FDCE68B25F9E ,a212c670f4ef11e7bf15c9f215211448 ,7e878af0f4f011e7bf15c9f215211448 
ignore ID,,F14234C9384C4B47906EC92890EBE2FB ,a212c670f4ef11e7bf15c9f215211448 ,b9e80b10f4f011e7bf15c9f215211448 
ignore ID,,496210AE19083A4E8181BD7A7F5F4163 ,a212c670f4ef11e7bf15c9f215211448 ,f63a1720f4f011e7bf15c9f215211448 
ignore ID,,25B06E70357D4B4EB02F7B2AAA5F3D75 ,1cac1bb0f4ec11e7bf15c9f215211448 ,8ea78b50f4f111e7bf15c9f215211448 
ignore ID,,8517022E30703D4AADC2B8D5F86BE82E ,1cac1bb0f4ec11e7bf15c9f215211448 ,9b1882e0f4f111e7bf15c9f215211448 
ignore ID,,0B9B6A41369F3A449E69FDCE68B25F9E ,1cac1bb0f4ec11e7bf15c9f215211448 ,af2a9a70f4f111e7bf15c9f215211448 af312a20f4f111e7bf15c9f215211448 
ignore ID,,F14234C9384C4B47906EC92890EBE2FB ,1cac1bb0f4ec11e7bf15c9f215211448 ,bf1e9e40f4f111e7bf15c9f215211448 
ignore ID,,1954F5D3F1047C49A8FDBCF549A9940F ,1cac1bb0f4ec11e7bf15c9f215211448 ,700c8b30f4f311e7bf15c9f215211448 
ignore ID,,63AB54F4F46D9546A298CCF6AC4D2FA0 ,1cac1bb0f4ec11e7bf15c9f215211448 ,86c77ba0f4f311e7bf15c9f215211448 
ignore ID,,E6A244E41CF3BD449BC6AF6069A67F5A ,1cac1bb0f4ec11e7bf15c9f215211448 ,b00d2050f4f311e7bf15c9f215211448 
ignore ID,,3DD73484BB578D498761EEA97349B12F ,1cac1bb0f4ec11e7bf15c9f215211448 ,cd790460f4f311e7bf15c9f215211448 
ignore ID,,EF006B05A6917E4386A4FF156B054FC0 ,1cac1bb0f4ec11e7bf15c9f215211448 ,15b46170f4f411e7bf15c9f215211448 
ignore ID,,910D0C02C94C0E4EBAC20EC3B5F82B4E ,1cac1bb0f4ec11e7bf15c9f215211448 ,3743fe90f4f411e7bf15c9f215211448 
ignore ID,,2F1ADAB6E2453947A84C49B5C3CAA5DE ,1cac1bb0f4ec11e7bf15c9f215211448 ,691d1280f4f411e7bf15c9f215211448 
ignore ID,,EA519454C9189B47A8A66BAAE5B60FC0 ,1cac1bb0f4ec11e7bf15c9f215211448 ,ad6f0060f4f411e7bf15c9f215211448 
ignore ID,,598EE18F3EB7CC4DA9346DBB2AA3C8B2 ,1cac1bb0f4ec11e7bf15c9f215211448 ,d9a6bbf0f4f411e7bf15c9f215211448 
ignore ID,,496210AE19083A4E8181BD7A7F5F4163 ,1cac1bb0f4ec11e7bf15c9f215211448 ,2f3421c0f4f511e7bf15c9f215211448 
ignore ID,,BEAEEF64688FD844BB0F8BC2D7C9C606 ,1cac1bb0f4ec11e7bf15c9f215211448 ,778fb100f4f511e7bf15c9f215211448 
ignore ID,,7ED8F5679AC8F04A8F232A862FCBC215 ,1cac1bb0f4ec11e7bf15c9f215211448 ,b9da0f10f4f511e7bf15c9f215211448 
ignore ID,,82253A98F4AF0241BE321423038B1535 ,1116fcd0f4fa11e7bf15c9f215211448 ,31778fd0f4fa11e7bf15c9f215211448 
ignore ID,,AADDD9267BFDAF4D8B9AAAA042FF3C68 ,8f8f6100f4f611e7bf15c9f215211448 ,7ff4a3f0f4fa11e7bf15c9f215211448 
ignore ID,,B758D0C53874E449B1F437064F140042 ,8f8f6100f4f611e7bf15c9f215211448 ,c6b7dff0f4fa11e7bf15c9f215211448 
ignore ID,,CCA93D36ADFABE469A2C0BDFF462680B ,8f8f6100f4f611e7bf15c9f215211448 ,e040e480f4fa11e7bf15c9f215211448 
ignore ID,,84ADCDB8C5A00047AB51516CE8627FFE ,8f8f6100f4f611e7bf15c9f215211448 ,268e2d30f4fb11e7bf15c9f215211448 
ignore ID,,60B7B1A0AD44BB4FB93042E6750EB12A ,8f8f6100f4f611e7bf15c9f215211448 ,3849aa90f4fb11e7bf15c9f215211448 
ignore ID,,25B06E70357D4B4EB02F7B2AAA5F3D75 ,8f8f6100f4f611e7bf15c9f215211448 ,47a84c30f4fb11e7bf15c9f215211448 
ignore ID,,F14234C9384C4B47906EC92890EBE2FB ,8f8f6100f4f611e7bf15c9f215211448 ,64905a40f4fb11e7bf15c9f215211448 
ignore ID,,E6A244E41CF3BD449BC6AF6069A67F5A ,8f8f6100f4f611e7bf15c9f215211448 ,9655bf20f4fb11e7bf15c9f215211448 
ignore ID,,7ED8F5679AC8F04A8F232A862FCBC215 ,ceda4870f4fb11e7bf15c9f215211448 ,ee4d6e30f4fb11e7bf15c9f215211448 
ignore ID,,BEAEEF64688FD844BB0F8BC2D7C9C606 ,ceda4870f4fb11e7bf15c9f215211448 ,01464d90f4fc11e7bf15c9f215211448 
ignore ID,,496210AE19083A4E8181BD7A7F5F4163 ,ceda4870f4fb11e7bf15c9f215211448 ,1b927b10f4fc11e7bf15c9f215211448 
ignore ID,,598EE18F3EB7CC4DA9346DBB2AA3C8B2 ,ceda4870f4fb11e7bf15c9f215211448 ,2935d820f4fc11e7bf15c9f215211448 
ignore ID,,EA519454C9189B47A8A66BAAE5B60FC0 ,ceda4870f4fb11e7bf15c9f215211448 ,3a4cd820f4fc11e7bf15c9f215211448 
ignore ID,,49ED4A7108F45549B1BD286574BBE77A ,ceda4870f4fb11e7bf15c9f215211448 ,5ccacce0f4fc11e7bf15c9f215211448 
ignore ID,,3DD73484BB578D498761EEA97349B12F ,ceda4870f4fb11e7bf15c9f215211448 ,6883e620f4fc11e7bf15c9f215211448 
ignore ID,,E6A244E41CF3BD449BC6AF6069A67F5A ,ceda4870f4fb11e7bf15c9f215211448 ,800fe230f4fc11e7bf15c9f215211448 
ignore ID,,63AB54F4F46D9546A298CCF6AC4D2FA0 ,ceda4870f4fb11e7bf15c9f215211448 ,0f7ef050f4fd11e7bf15c9f215211448 
ignore ID,,1954F5D3F1047C49A8FDBCF549A9940F ,ceda4870f4fb11e7bf15c9f215211448 ,23a10d70f4fd11e7bf15c9f215211448 
ignore ID,,F14234C9384C4B47906EC92890EBE2FB ,ceda4870f4fb11e7bf15c9f215211448 ,3d1ccb90f4fd11e7bf15c9f215211448 
ignore ID,,0B9B6A41369F3A449E69FDCE68B25F9E ,ceda4870f4fb11e7bf15c9f215211448 ,55becb80f4fd11e7bf15c9f215211448 
ignore ID,,8517022E30703D4AADC2B8D5F86BE82E ,ceda4870f4fb11e7bf15c9f215211448 ,60e0add0f4fd11e7bf15c9f215211448 
ignore ID,,25B06E70357D4B4EB02F7B2AAA5F3D75 ,ceda4870f4fb11e7bf15c9f215211448 ,7aeec0e0f4fd11e7bf15c9f215211448 7af32db0f4fd11e7bf15c9f215211448 
ignore ID,,60B7B1A0AD44BB4FB93042E6750EB12A ,ceda4870f4fb11e7bf15c9f215211448 ,98515620f4fd11e7bf15c9f215211448 
ignore ID,,84ADCDB8C5A00047AB51516CE8627FFE ,ceda4870f4fb11e7bf15c9f215211448 ,a8bb4d40f4fd11e7bf15c9f215211448 
ignore ID,,CCA93D36ADFABE469A2C0BDFF462680B ,ceda4870f4fb11e7bf15c9f215211448 ,ec832390f4fd11e7bf15c9f215211448 
ignore ID,,B758D0C53874E449B1F437064F140042 ,ceda4870f4fb11e7bf15c9f215211448 ,018feed0f4fe11e7bf15c9f215211448 
ignore ID,,2EE132A7A6899C469CB69BBF3E49F049 ,3acaa8c0f4fe11e7bf15c9f215211448 ,e9fad590f4fe11e7bf15c9f215211448 
ignore ID,,AADDD9267BFDAF4D8B9AAAA042FF3C68 ,ceda4870f4fb11e7bf15c9f215211448 ,3a3d1950f4ff11e7bf15c9f215211448 
ignore ID,,82253A98F4AF0241BE321423038B1535 ,ceda4870f4fb11e7bf15c9f215211448 ,56ccf540f4ff11e7bf15c9f215211448 
ignore ID,,389C4FCF010497489FE48B324904B83E ,ceda4870f4fb11e7bf15c9f215211448 ,cff1af00f5c311e79e8049f9b2a78e5a 
ignore ID,,389C4FCF010497489FE48B324904B83E ,9dbcb4e0f5c211e79e8049f9b2a78e5a ,f5c00740f5c311e79e8049f9b2a78e5a 
ignore ID,,82253A98F4AF0241BE321423038B1535 ,9dbcb4e0f5c211e79e8049f9b2a78e5a ,9f3a6950f5c411e79e8049f9b2a78e5a 
ignore ID,,AADDD9267BFDAF4D8B9AAAA042FF3C68 ,9dbcb4e0f5c211e79e8049f9b2a78e5a ,e1a98d70f5c411e79e8049f9b2a78e5a 
ignore ID,,2EE132A7A6899C469CB69BBF3E49F049 ,9dbcb4e0f5c211e79e8049f9b2a78e5a ,1c1155b0f5c511e79e8049f9b2a78e5a 
ignore ID,,B758D0C53874E449B1F437064F140042 ,9dbcb4e0f5c211e79e8049f9b2a78e5a ,44a6e440f5c511e79e8049f9b2a78e5a 44aa3fa0f5c511e79e8049f9b2a78e5a 
ignore ID,,CCA93D36ADFABE469A2C0BDFF462680B ,9dbcb4e0f5c211e79e8049f9b2a78e5a ,5b26ee90f5c511e79e8049f9b2a78e5a 
ignore ID,,1AE31DB442812841BD28A88FA8412E39 ,9dbcb4e0f5c211e79e8049f9b2a78e5a ,7915e550f5c511e79e8049f9b2a78e5a 
ignore ID,,115C8817AC366A4C988A60FAAE64FC63 ,9dbcb4e0f5c211e79e8049f9b2a78e5a ,c642d2c0f5c511e79e8049f9b2a78e5a 
ignore ID,,E7F84FC94E8B4647B1954DB8C1F2D93C ,9dbcb4e0f5c211e79e8049f9b2a78e5a ,9f013410f5c811e79e8049f9b2a78e5a 
ignore ID,,84ADCDB8C5A00047AB51516CE8627FFE ,9dbcb4e0f5c211e79e8049f9b2a78e5a ,ce0fdd60f5c811e79e8049f9b2a78e5a 
ignore ID,,60B7B1A0AD44BB4FB93042E6750EB12A ,9dbcb4e0f5c211e79e8049f9b2a78e5a ,0139db50f5c911e79e8049f9b2a78e5a 
ignore ID,,25B06E70357D4B4EB02F7B2AAA5F3D75 ,9dbcb4e0f5c211e79e8049f9b2a78e5a ,341da880f5c911e79e8049f9b2a78e5a 
ignore ID,,8517022E30703D4AADC2B8D5F86BE82E ,9dbcb4e0f5c211e79e8049f9b2a78e5a ,44fafae0f5c911e79e8049f9b2a78e5a 
ignore ID,,0B9B6A41369F3A449E69FDCE68B25F9E ,9dbcb4e0f5c211e79e8049f9b2a78e5a ,8b25c770f5c911e79e8049f9b2a78e5a 
ignore ID,,F14234C9384C4B47906EC92890EBE2FB ,9dbcb4e0f5c211e79e8049f9b2a78e5a ,ab60aa00f5c911e79e8049f9b2a78e5a 
ignore ID,,1954F5D3F1047C49A8FDBCF549A9940F ,9dbcb4e0f5c211e79e8049f9b2a78e5a ,c6d32f10f5c911e79e8049f9b2a78e5a 
ignore ID,,63AB54F4F46D9546A298CCF6AC4D2FA0 ,9dbcb4e0f5c211e79e8049f9b2a78e5a ,c1913f50f5ca11e79e8049f9b2a78e5a 
ignore ID,,E6A244E41CF3BD449BC6AF6069A67F5A ,9dbcb4e0f5c211e79e8049f9b2a78e5a ,f4fe60c0f5ca11e79e8049f9b2a78e5a 
ignore ID,,3DD73484BB578D498761EEA97349B12F ,9dbcb4e0f5c211e79e8049f9b2a78e5a ,1073a4f0f5cb11e79e8049f9b2a78e5a 
ignore ID,,2F1ADAB6E2453947A84C49B5C3CAA5DE ,9dbcb4e0f5c211e79e8049f9b2a78e5a ,bb132610f5cb11e79e8049f9b2a78e5a 
ignore ID,,EA519454C9189B47A8A66BAAE5B60FC0 ,9dbcb4e0f5c211e79e8049f9b2a78e5a ,ccbd6560f5cb11e79e8049f9b2a78e5a 
