id,itemId,itemName,itemBatch,batch,expiryDate,packSize,numberOfPacks,numberOfPacksSent,transaction,note,costPrice,sellPrice,sortIndex
ca9d9050e14b11e7a5872fa61e46d180,EA519454C9189B47A8A66BAAE5B60FC0,"TAPE, ADHESIVE, zinc oxide, ROLL, 7.5 cm x 10 m",<ItemBatch>{308},,<null>,1,21,21,<Transaction>{14},,0,0,45
da66b390e14b11e7a5872fa61e46d180,A66333019D2D7341A595EB242A996FCC,"SET, INFUSION 'Y', Luer lock, air inlet, sterile, s.u.",<ItemBatch>{140},,"2021-04-30 00:00:00 +0000",1,20,20,<Transaction>{14},,0,0,46
53d08cb0e14c11e7a5872fa61e46d180,7ED8F5679AC8F04A8F232A862FCBC215,"THERMOMETER, ELECTRONIC, accuracy 0.1 ºC + case",<ItemBatch>{309},,<null>,1,69,69,<Transaction>{14},,0,0,54
62c68170e14c11e7a5872fa61e46d180,B605D1B7B8DF534CA94B7B99E676FB96,"CONDOM, with LUBR.GEL, non-flavor, 3pcs/pack ",<ItemBatch>{310},,"2019-08-31 00:00:00 +0000",1,90,90,<Transaction>{14},,0,0,55
82c47ee0e14811e7a5872fa61e46d180,115C8817AC366A4C988A60FAAE64FC63,"ARTEMETHER 20mg / LUMEFANTRINE 120mg, blister infant 6 tab",<ItemBatch>{311},,"2018-10-31 00:00:00 +0000",1,30,30,<Transaction>{14},,0,0,9
e871b370e14811e7a5872fa61e46d180,E7F84FC94E8B4647B1954DB8C1F2D93C,"ARTEMETHER 20mg / LUMEFANTRINE 120mg, blister youth 18 tab.",<ItemBatch>{121},,"2018-09-30 00:00:00 +0000",1,207,207,<Transaction>{14},,0,0,11
b65a8fa0e14911e7a5872fa61e46d180,89DC4DB6CC39A14CB8BAB694AC801B2D,"CEFIXIME, 200 mg, tab.",<ItemBatch>{312},,"2018-02-28 00:00:00 +0000",1,100,100,<Transaction>{14},,0,0,14
c38ed730e14911e7a5872fa61e46d180,89DC4DB6CC39A14CB8BAB694AC801B2D,"CEFIXIME, 200 mg, tab.",<ItemBatch>{170},,"2018-05-31 00:00:00 +0000",1,200,200,<Transaction>{14},,0,0,15
6b23c250e14811e7a5872fa61e46d180,6CC3456CFB54B24BAB2F5ED77C04032A,"CHLORPHENAMINE 10mg/ml, 1ml, amp.",<ItemBatch>{180},,"2018-04-30 00:00:00 +0000",1,25,25,<Transaction>{14},,0,0,8
14166150e14a11e7a5872fa61e46d180,AD2D5DB09B14AD4FB7C6DFB7FFD2E04D,"CLOXACILLIN sodium, eq. 250 mg base, caps.",<ItemBatch>{183},,"2018-05-31 00:00:00 +0000",1,900,900,<Transaction>{14},,0,0,18
2b95da40e14a11e7a5872fa61e46d180,977C300C8383D94AB382F15BF9137F6D,"DOXYCYCLINE hydrochloride, 100 mg, tab.",<ItemBatch>{185},,"2018-06-30 00:00:00 +0000",1,1000,1000,<Transaction>{14},,0,0,19
4fb215b0e14a11e7a5872fa61e46d180,1954F5D3F1047C49A8FDBCF549A9940F,"FOLIC acid, 5 mg, tab.",<ItemBatch>{189},,"2020-07-31 00:00:00 +0000",1,7300,7300,<Transaction>{14},,0,0,21
1e4f0a30e14c11e7a5872fa61e46d180,8F941175CE39AD44B39A8AA8BEAAFBEF,"GLOVE, EXAMINATION, latex, s.u. non sterile, large",<ItemBatch>{163},,"2019-01-31 00:00:00 +0000",1,4000,4000,<Transaction>{14},,0,0,50
2a274430e14c11e7a5872fa61e46d180,BEAEEF64688FD844BB0F8BC2D7C9C606,"GLOVE, EXAMINATION, latex, s.u. non sterile, medium",<ItemBatch>{162},,"2022-01-31 00:00:00 +0000",1,32000,32000,<Transaction>{14},,0,0,51
467cfd50e14c11e7a5872fa61e46d180,BEAEEF64688FD844BB0F8BC2D7C9C606,"GLOVE, EXAMINATION, latex, s.u. non sterile, medium",<ItemBatch>{5},,"2022-04-30 00:00:00 +0000",1,6500,6500,<Transaction>{14},,0,0,53
3769e3a0e14c11e7a5872fa61e46d180,DF0A867BB4695D42B9DACC05CCA882D6,"GLOVE, EXAMINATION, latex, s.u. non sterile, small",<ItemBatch>{4},,"2021-09-30 00:00:00 +0000",1,31000,31000,<Transaction>{14},,0,0,52
4512e2d0e14811e7a5872fa61e46d180,6B7BB9237452FA458ABB7492AB20CF4D,"HYOSCINE BUTYLBROMIDE (scopolamine butylbrom), 20 mg/1ml,amp",<ItemBatch>{2},,"2019-11-30 00:00:00 +0000",1,10,10,<Transaction>{14},,0,0,6
638a0a70e14a11e7a5872fa61e46d180,694D1A4B13EF834993B552F7F0B11B55,"IBUPROFEN, 400 mg, tab.",<ItemBatch>{161},,"2019-08-31 00:00:00 +0000",1,2500,2500,<Transaction>{14},,0,0,22
5a1c2ba0e14811e7a5872fa61e46d180,1AE31DB442812841BD28A88FA8412E39,"MEDROXYPROGESTERONE acetate, 150 mg, 1 ml, vial",<ItemBatch>{313},,"2021-10-31 00:00:00 +0000",1,258,258,<Transaction>{14},,0,0,7
75324df0e14a11e7a5872fa61e46d180,82A09C323DAEB747B294CADBCD413A0F,"METOCLOPRAMIDE hydrochloride anhydrous, 10 mg, tab.",<ItemBatch>{156},,"2018-11-30 00:00:00 +0000",1,81,81,<Transaction>{14},,0,0,23
84899c90e14a11e7a5872fa61e46d180,82A09C323DAEB747B294CADBCD413A0F,"METOCLOPRAMIDE hydrochloride anhydrous, 10 mg, tab.",<ItemBatch>{154},,"2019-07-31 00:00:00 +0000",1,500,500,<Transaction>{14},,0,0,24
96cdf900e14a11e7a5872fa61e46d180,A78939DB38CFD34B92B57AC1560F9DC2,"MULTIVITAMINES, tab.",<ItemBatch>{115},,"2018-07-31 00:00:00 +0000",1,1200,1200,<Transaction>{14},,0,0,25
a38a7880e14a11e7a5872fa61e46d180,A78939DB38CFD34B92B57AC1560F9DC2,"MULTIVITAMINES, tab.",<ItemBatch>{118},,"2019-06-30 00:00:00 +0000",1,1000,1000,<Transaction>{14},,0,0,26
b1407330e14a11e7a5872fa61e46d180,3FBF55496070964A887CCBBF4B6EB9A1,"OMEPRAZOLE, 20 mg, enteric caps.",<ItemBatch>{152},,"2020-03-31 00:00:00 +0000",1,930,930,<Transaction>{14},,0,0,27
cb937e80e14a11e7a5872fa61e46d180,63AB54F4F46D9546A298CCF6AC4D2FA0,"ORAL REHYDRATION SALTS (ORS) low osmol., sachet 20.5 g/1l",<ItemBatch>{314},,"2020-08-31 00:00:00 +0000",1,3025,3025,<Transaction>{14},,0,0,28
e0008750e14a11e7a5872fa61e46d180,E6A244E41CF3BD449BC6AF6069A67F5A,"PARACETAMOL (acetaminophen), 500 mg, tab.",<ItemBatch>{315},,"2019-09-30 00:00:00 +0000",1,24500,24500,<Transaction>{14},,0,0,29
eba0c160e14a11e7a5872fa61e46d180,E6A244E41CF3BD449BC6AF6069A67F5A,"PARACETAMOL (acetaminophen), 500 mg, tab.",<ItemBatch>{316},,"2020-01-31 00:00:00 +0000",1,9000,9000,<Transaction>{14},,0,0,30
f7e355f0e14a11e7a5872fa61e46d180,E6A244E41CF3BD449BC6AF6069A67F5A,"PARACETAMOL (acetaminophen), 500 mg, tab.",<ItemBatch>{317},,"2020-03-31 00:00:00 +0000",1,6000,6000,<Transaction>{14},,0,0,31
097b6cd0e14b11e7a5872fa61e46d180,9C1E0D5882B1844BB8CA5352ADDCA4F0,"PYRIDOXINE hydrochloride (vitamin B6), 50 mg, tab.",<ItemBatch>{147},,"2018-12-31 00:00:00 +0000",1,283,283,<Transaction>{14},,0,0,32
16789ed0e14b11e7a5872fa61e46d180,9C1E0D5882B1844BB8CA5352ADDCA4F0,"PYRIDOXINE hydrochloride (vitamin B6), 50 mg, tab.",<ItemBatch>{146},,"2019-05-31 00:00:00 +0000",1,1000,1000,<Transaction>{14},,0,0,33
a1468680e14b11e7a5872fa61e46d180,910D0C02C94C0E4EBAC20EC3B5F82B4E,"READY TO USE THERAPEUTIC FOOD, paste, 500 kcal, 92 g sachet",<ItemBatch>{318},,"2018-08-31 00:00:00 +0000",1,2338,2338,<Transaction>{14},,0,0,42
75b39340e14711e7a5872fa61e46d180,EEDFFE81A65EC54AA656D3F43C006E6A,"SULFADIAZINE SILVER, 1%, cream, 50 g, tube",<ItemBatch>{0},,"2018-08-31 00:00:00 +0000",1,26,26,<Transaction>{14},,0,0,4
effc5de0e14b11e7a5872fa61e46d180,DC622B83A28A6847BE98F596E5B8197A,"SYRINGE, s.u., Luer, 10 ml, + needle, 23 G x 1 1/4'",<ItemBatch>{135},,"2019-08-31 00:00:00 +0000",1,100,100,<Transaction>{14},,0,0,47
027add20e14c11e7a5872fa61e46d180,D5E277D43458284485F0F8D46FEBA3BD,"SYRINGE, Disposable, Luer, 20 ml, + needle, 23 G x 1 1/4'",<ItemBatch>{195},,"2018-06-30 00:00:00 +0000",1,3,3,<Transaction>{14},,0,0,48
0e27c160e14c11e7a5872fa61e46d180,465A50532AA27E458CB5E551C1E60228,"Scalp vein infusion set 23G (0.7x19mm)",<ItemBatch>{126},,"2018-04-30 00:00:00 +0000",1,25,25,<Transaction>{14},,0,0,49
4b2a23f0e14711e7a5872fa61e46d180,389C4FCF010497489FE48B324904B83E,"TEST, PREGNANCY (RST/hCG), 1 strip",<ItemBatch>{319},,"2019-09-30 00:00:00 +0000",1,40,40,<Transaction>{14},,0,0,1
BB6929BAC9B03A4A9EE8EF0CB84893C7,5847A4158B45FE429DA06D8ACB6EBBA3,"ZINC sulfate, eq. to 20 mg zinc mineral, dispersible tab.",<ItemBatch>{202},,"2020-09-30 00:00:00 +0000",1,1800,1800,<Transaction>{15},,2,0,1
6DA555B39D1A664FA7808114BAFF5AC3,B758D0C53874E449B1F437064F140042,"POLYVIDONE IODINE, 10%, solution, 200 ml, dropper bot.",<ItemBatch>{320},15003U094,"2018-09-30 00:00:00 +0000",1,28,28,<Transaction>{16},,14,0,1
FFA31EA3F261CB4FABF20C55A4241CDE,B758D0C53874E449B1F437064F140042,"POLYVIDONE IODINE, 10%, solution, 200 ml, dropper bot.",<ItemBatch>{321},15003U105,"2018-09-30 00:00:00 +0000",1,2,2,<Transaction>{16},,14,0,2
A9914D350BBFEE4AA7D43E3400C51645,787DCC887927D74FB17F53E164F1C148,"ALBENDAZOLE, 400 mg, tab.",<ItemBatch>{322},,"2018-10-31 00:00:00 +0000",1,600,600,<Transaction>{16},,2,0,3
AC06A09020382943B424C89D811E8127,5847A4158B45FE429DA06D8ACB6EBBA3,"ZINC sulfate, eq. to 20 mg zinc mineral, dispersible tab.",<ItemBatch>{203},,"2020-03-31 00:00:00 +0000",1,2500,2500,<Transaction>{16},,2,0,4
EC06BCFF85A4E8408A97E998CA4D2F95,49ED4A7108F45549B1BD286574BBE77A,"SCALE, mechanical, adult 0-150 kg, grad. 500 g",<ItemBatch>{144},,<null>,1,20,20,<Transaction>{16},,767,0,5
9F2C79AECDCC4D49AF93CFA2707C4CA7,82253A98F4AF0241BE321423038B1535,"TEST, MALARIA, P.F/P.V, SD bioline (25 tests/kit), test",<ItemBatch>{323},05DDC012A,"2019-05-31 00:00:00 +0000",1,755,755,<Transaction>{17},,34,0,1
8D49D90C0852284492EE9350A0323F67,2EE132A7A6899C469CB69BBF3E49F049,"BENZYL BENZOATE, 25%, lotion, 1 l, bot.",<ItemBatch>{324},16018B99,"2019-06-30 00:00:00 +0000",1,2,2,<Transaction>{17},,37,0,2
EF499E656CDD4D4F9ECB74251636D9D9,CCA93D36ADFABE469A2C0BDFF462680B,"MICONAZOL nitrate, 2%, cream, 30 g, tube",<ItemBatch>{325},31115,"2019-09-30 00:00:00 +0000",1,100,100,<Transaction>{17},,28,0,3
FCFE352E328D5D4D9484AE6D48151B2C,1AE31DB442812841BD28A88FA8412E39,"MEDROXYPROGESTERONE acetate, 150 mg, 1 ml, vial",<ItemBatch>{326},,"2022-03-31 00:00:00 +0000",1,125,125,<Transaction>{17},,38,0,4
99ADE445E0924E49B25BD96F2D08A361,28D1A7154505B3419EE96EF7D75E7175,"ARTEMETHER 20mg / LUMEFANTRINE 120mg, blister child 12 tab.",<ItemBatch>{327},DYI1516167,"2018-04-30 00:00:00 +0000",1,30,30,<Transaction>{17},,92,0,5
56D61806BA3E8D4794C7CE623623B5D5,84ADCDB8C5A00047AB51516CE8627FFE,"ALUMINIUM hydroxide 400mg / MAGNESIUM hydroxide 400mg, tab.",<ItemBatch>{328},514,"2020-04-30 00:00:00 +0000",1,4000,4000,<Transaction>{17},,1,0,6
0374D8B0FA0A47438B08093AF2310494,0B9B6A41369F3A449E69FDCE68B25F9E,"ETHINYLESTR. 0.03 mg / LEVONORGESTREL 0.15 mg, plaq. 28 tab.",<ItemBatch>{329},ZP656003,"2019-08-31 00:00:00 +0000",1,108,108,<Transaction>{17},,38,38,7
0252C81AC1469C479A07E417AA5250AE,25B06E70357D4B4EB02F7B2AAA5F3D75,"CHLORPHENAMINE hydrogen maleate, 4 mg, tab.",<ItemBatch>{330},999161201,"2019-12-31 00:00:00 +0000",1,5750,5750,<Transaction>{17},,0,0,8
F7E475284D773D46B025770648ADBB8D,F14234C9384C4B47906EC92890EBE2FB,"FERROUS sulfate (or fumarate), 200 mg (= 65 mg iron), tab",<ItemBatch>{331},47763,"2020-05-31 00:00:00 +0000",1,3750,3750,<Transaction>{17},,0,0,9
2DDD35CD059C424EB68DC9752A0BBBE2,1954F5D3F1047C49A8FDBCF549A9940F,"FOLIC acid, 5 mg, tab.",<ItemBatch>{332},0937K3,"2019-02-28 00:00:00 +0000",1,3575,3575,<Transaction>{17},,1,0,10
08B0FD7B1D3C974B8EF3D42D27ED0571,3DD73484BB578D498761EEA97349B12F,"PRIMAQUINE diphosphate, eq. 7.5 mg base, tab.",<ItemBatch>{333},56194,"2018-07-31 00:00:00 +0000",1,250,250,<Transaction>{17},,1,0,11
5157CEB01300BB46A3A0C3AA7A83B8A7,EA519454C9189B47A8A66BAAE5B60FC0,"TAPE, ADHESIVE, zinc oxide, ROLL, 7.5 cm x 10 m",<ItemBatch>{334},,<null>,1,4,4,<Transaction>{17},,79,0,12
484D45D36B01C440ADC2B732F95DACE8,AADDD9267BFDAF4D8B9AAAA042FF3C68,"METHYLATED spirit, external use, 500ml, bottle",<ItemBatch>{335},245,"2020-06-30 00:00:00 +0000",1,52,52,<Transaction>{17},,48,0,13
189082AD58A98D42BBA54D4E420F21A5,B758D0C53874E449B1F437064F140042,"POLYVIDONE IODINE, 10%, solution, 200 ml, dropper bot.",<ItemBatch>{336},,"2018-09-30 00:00:00 +0000",1,30,30,<Transaction>{18},,14,0,1
E6520CBEE0581447A664D36D4C5F435E,82253A98F4AF0241BE321423038B1535,"TEST, MALARIA, P.F/P.V, SD bioline (25 tests/kit), test",<ItemBatch>{337},05DDC012A,"2019-05-31 00:00:00 +0000",1,2270,2270,<Transaction>{19},,34,0,1
7eb85bc0f4ec11e7bf15c9f215211448,82253A98F4AF0241BE321423038B1535,"TEST, MALARIA, P.F/P.V, SD bioline (25 tests/kit), test",<ItemBatch>{323},05DDC012A,"2019-05-31 00:00:00 +0000",1,560,560,<Transaction>{28},,34,0,0
ea24f310f1ee11e7900945d7ca3e6bf7,B758D0C53874E449B1F437064F140042,"POLYVIDONE IODINE, 10%, solution, 200 ml, dropper bot.",<ItemBatch>{193},,"2019-09-30 00:00:00 +0000",1,60,60,<Transaction>{20},,0,0,0
29F1173D5232784AA0D5AAC0BB30DD42,2EE132A7A6899C469CB69BBF3E49F049,"BENZYL BENZOATE, 25%, lotion, 1 l, bot.",<ItemBatch>{338},16018B99,"2019-06-30 00:00:00 +0000",1,7,7,<Transaction>{19},,37,0,4
12CAF1512F9FCA4386C70D67FF9AF494,CCA93D36ADFABE469A2C0BDFF462680B,"MICONAZOL nitrate, 2%, cream, 30 g, tube",<ItemBatch>{339},31115,"2019-09-30 00:00:00 +0000",1,290,290,<Transaction>{19},,28,0,5
5B3D7F9DD5C20C4CA64E53858C3CFCC2,1AE31DB442812841BD28A88FA8412E39,"MEDROXYPROGESTERONE acetate, 150 mg, 1 ml, vial",<ItemBatch>{340},,"2022-03-31 00:00:00 +0000",1,375,375,<Transaction>{19},,38,0,6
670189b0f4ed11e7bf15c9f215211448,389C4FCF010497489FE48B324904B83E,"TEST, PREGNANCY (RST/hCG), 1 strip",<ItemBatch>{341},,"2019-09-30 00:00:00 +0000",1,300,300,<Transaction>{21},,0,0,0
146ABC8DED7E1449A5C318CFD12A30CF,28D1A7154505B3419EE96EF7D75E7175,"ARTEMETHER 20mg / LUMEFANTRINE 120mg, blister child 12 tab.",<ItemBatch>{120},DYI1516167,"2018-04-30 00:00:00 +0000",1,90,90,<Transaction>{19},,92,0,8
7DF5F656AD635D408D3029690F58FA9B,84ADCDB8C5A00047AB51516CE8627FFE,"ALUMINIUM hydroxide 400mg / MAGNESIUM hydroxide 400mg, tab.",<ItemBatch>{342},514,"2020-04-30 00:00:00 +0000",1,12000,12000,<Transaction>{19},,1,0,9
859EDC6F9452AA478AB9D08606BF58CA,0B9B6A41369F3A449E69FDCE68B25F9E,"ETHINYLESTR. 0.03 mg / LEVONORGESTREL 0.15 mg, plaq. 28 tab.",<ItemBatch>{343},ZP656003,"2019-08-31 00:00:00 +0000",1,324,324,<Transaction>{19},,38,0,10
AB7FF4134843C44E98F079867F546783,25B06E70357D4B4EB02F7B2AAA5F3D75,"CHLORPHENAMINE hydrogen maleate, 4 mg, tab.",<ItemBatch>{181},999161201,"2019-12-31 00:00:00 +0000",1,17250,17250,<Transaction>{19},,0,0,11
79F9384CA4AC1F41B7B9F700DA4604EC,F14234C9384C4B47906EC92890EBE2FB,"FERROUS sulfate (or fumarate), 200 mg (= 65 mg iron), tab",<ItemBatch>{344},47763,"2020-05-31 00:00:00 +0000",1,11250,11250,<Transaction>{19},,0,0,12
A5FD799D5626984C8E8FA2D6EAC49233,1954F5D3F1047C49A8FDBCF549A9940F,"FOLIC acid, 5 mg, tab.",<ItemBatch>{345},0937K3,"2019-02-28 00:00:00 +0000",1,10725,10725,<Transaction>{19},,1,0,13
3866A814C73ECF43A53C41AFBC115663,3DD73484BB578D498761EEA97349B12F,"PRIMAQUINE diphosphate, eq. 7.5 mg base, tab.",<ItemBatch>{346},56194,"2018-07-31 00:00:00 +0000",1,750,750,<Transaction>{19},,1,0,14
3F5A0BC47A665641AEA1E370124B1B26,EA519454C9189B47A8A66BAAE5B60FC0,"TAPE, ADHESIVE, zinc oxide, ROLL, 7.5 cm x 10 m",<ItemBatch>{347},,<null>,1,14,14,<Transaction>{19},,79,0,15
bb853700f1d411e79031b5af59368f9f,A78939DB38CFD34B92B57AC1560F9DC2,"MULTIVITAMINES, tab.",<ItemBatch>{118},543160604,"2019-06-30 00:00:00 +0000",1,780,780,<Transaction>{1},,0,0,0
bb881d30f1d411e79031b5af59368f9f,AADDD9267BFDAF4D8B9AAAA042FF3C68,"METHYLATED spirit, external use, 500ml, bottle",<ItemBatch>{116},stocktake_1,<null>,1,37,37,<Transaction>{0},,0,0,0
bb8a1900f1d411e79031b5af59368f9f,A78939DB38CFD34B92B57AC1560F9DC2,"MULTIVITAMINES, tab.",<ItemBatch>{115},543150702,"2018-07-31 00:00:00 +0000",1,1200,1200,<Transaction>{1},,0,0,1
4a64af50f1d511e79031b5af59368f9f,A78939DB38CFD34B92B57AC1560F9DC2,"MULTIVITAMINES, tab.",<ItemBatch>{118},543160604,"2019-06-30 00:00:00 +0000",1,780,780,<Transaction>{2},,0,0,0
4a67bc90f1d511e79031b5af59368f9f,A78939DB38CFD34B92B57AC1560F9DC2,"MULTIVITAMINES, tab.",<ItemBatch>{117},543150702,"2018-07-31 00:00:00 +0000",1,1200,1200,<Transaction>{2},,0,0,1
916f81c0f4ed11e7bf15c9f215211448,389C4FCF010497489FE48B324904B83E,"TEST, PREGNANCY (RST/hCG), 1 strip",<ItemBatch>{319},supplierinvoice_1,"2019-09-30 00:00:00 +0000",1,40,40,<Transaction>{28},,0,0,1
a5790dd0f4ed11e7bf15c9f215211448,389C4FCF010497489FE48B324904B83E,"TEST, PREGNANCY (RST/hCG), 1 strip",<ItemBatch>{341},supplierinvoice_8,"2019-09-30 00:00:00 +0000",1,115,115,<Transaction>{28},,0,0,2
c96c6480f4ed11e7bf15c9f215211448,AADDD9267BFDAF4D8B9AAAA042FF3C68,"METHYLATED spirit, external use, 500ml, bottle",<ItemBatch>{116},stocktake_1,<null>,1,6,6,<Transaction>{28},,0,0,3
246397f0f4ee11e7bf15c9f215211448,CCA93D36ADFABE469A2C0BDFF462680B,"MICONAZOL nitrate, 2%, cream, 30 g, tube",<ItemBatch>{325},31115,"2019-09-30 00:00:00 +0000",1,90,90,<Transaction>{28},,28,0,6
5e26bbc0f4ee11e7bf15c9f215211448,CCA93D36ADFABE469A2C0BDFF462680B,"MICONAZOL nitrate, 2%, cream, 30 g, tube",<ItemBatch>{348},,"2019-09-30 00:00:00 +0000",1,350,350,<Transaction>{22},,0,0,0
943bf2c0f4ee11e7bf15c9f215211448,1AE31DB442812841BD28A88FA8412E39,"MEDROXYPROGESTERONE acetate, 150 mg, 1 ml, vial",<ItemBatch>{313},supplierinvoice_1,"2021-10-31 00:00:00 +0000",1,158,158,<Transaction>{28},,0,0,7
b13565f0f4ee11e7bf15c9f215211448,115C8817AC366A4C988A60FAAE64FC63,"ARTEMETHER 20mg / LUMEFANTRINE 120mg, blister infant 6 tab",<ItemBatch>{311},supplierinvoice_1,"2018-10-31 00:00:00 +0000",1,12,12,<Transaction>{28},,0,0,8
cae24630f4ee11e7bf15c9f215211448,28D1A7154505B3419EE96EF7D75E7175,"ARTEMETHER 20mg / LUMEFANTRINE 120mg, blister child 12 tab.",<ItemBatch>{120},DYI1516167,"2018-04-30 00:00:00 +0000",1,1,1,<Transaction>{28},,92,0,9
dc933c40f4ee11e7bf15c9f215211448,E7F84FC94E8B4647B1954DB8C1F2D93C,"ARTEMETHER 20mg / LUMEFANTRINE 120mg, blister youth 18 tab.",<ItemBatch>{121},supplierinvoice_1,"2018-09-30 00:00:00 +0000",1,18,18,<Transaction>{28},,0,0,10
49c99c00f4ef11e7bf15c9f215211448,84ADCDB8C5A00047AB51516CE8627FFE,"ALUMINIUM hydroxide 400mg / MAGNESIUM hydroxide 400mg, tab.",<ItemBatch>{349},,"2019-10-31 00:00:00 +0000",1,13000,13000,<Transaction>{23},,0,0,0
62a1c720f4ef11e7bf15c9f215211448,84ADCDB8C5A00047AB51516CE8627FFE,"ALUMINIUM hydroxide 400mg / MAGNESIUM hydroxide 400mg, tab.",<ItemBatch>{349},supplierinvoice_10,"2019-10-31 00:00:00 +0000",1,2600,2600,<Transaction>{28},,0,0,11
bacc9420f4ef11e7bf15c9f215211448,60B7B1A0AD44BB4FB93042E6750EB12A,"AMOXICILLIN, 250 mg, tab.",<ItemBatch>{350},,"2019-09-30 00:00:00 +0000",1,13000,13000,<Transaction>{24},,0,0,0
