id,code,name,defaultPackSize,batches,department,description,category,defaultPrice,isVisible,crossReferenceItem
0292FD5F797A8A418C0A020537D1FA73,DINFDEXT5N4,"DEXTROSE (GLUCOSE) 5% 500 ml, plastic pouch",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
348857DDABC3CA449D49FAD34CA2654C,DINFRINL1N4,"RINGER lactate, 500 ml, plastic pouch",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
1EA1B4DB5069EF42B126F8715C0964A6,DINFSODC9N4,"SODIUM chloride, 0.9%, 500 ml, plastic pouch",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
8542B11FAC0AAA4E9D0EB427966A437B,DINFZMM0001,"DEXTROSE (GLUCOSE) 5% in SODIUM CHLORIDE 0.9%, 500ml, ",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
B805FEDFEDDDF74699A41AF6447A96E7,DINJAMPH5VC,"AMPHOTERICIN B conventional, 50 mg, powder, vial",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
70D1D782F41B954DAD249BAA73D7066A,DINJCEFT1V,"CEFTRIAXONE, 1 g, powder, vial",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,true,<null>
52086F3F0772324BA0F11BA4B910A0B9,DINJCEFT2V,"CEFTRIAXONE sodium, 250 mg, powder, vial",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
24E9E193D4FBAD489A1082016AE9237A,DINJDEXA4A,"DEXAMETHASONE phosphate, 4 mg/ml, 1 ml, amp.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
B041FC5EBCED194AB127077CC38D6F00,DINJDIAZ1A,"DIAZEPAM, 5 mg/ml, 2 ml, amp.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
FF6E39A8B814F743A923218614BFC2DC,DINJDICL7A,"DICLOFENAC sodium, 25 mg/ml, 3 ml, amp.",1,<ItemBatch>{80 184 286 408},<null>,,<null>,0,true,<null>
A88DE2710C935E4BBEE10E2E055CBF9B,DINJEPIN1A,"EPINEPHRINE (adrenaline) tartrate, 1 mg/ml base, 1 ml, amp IM",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
5C19BE6A6AD37943BFD680BFF35CBC12,DINJFURO2A,"FUROSEMIDE, 10 mg/ml, 2 ml, amp.",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
C67D4CF6B138DF4092C60CB88E42690B,DINJGANC5V,"GANCICLOVIR, 500 mg, powder, vial for infusion",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
70BFF66289AD13448D126983962208D2,DINJGLUC5V4,"GLUCOSE HYPERTONIC, 50%, 50 ml, vial",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
36D0A654E68BA44BB60CD269114534DB,DINJHYDR1V,"HYDROCORTISONE sodium succinate, eq.100mg base, powder, vial",1,<ItemBatch>{66 191},<null>,,<null>,0,true,<null>
6B7BB9237452FA458ABB7492AB20CF4D,DINJHYOS2A,"HYOSCINE BUTYLBROMIDE (scopolamine butylbrom), 20 mg/1ml,amp",1,<ItemBatch>{2},<null>,,<null>,0,true,<null>
595037CFFB8FF04CB00DD3777D80319C,DINJLIDO1V0,"LIDOCAINE hydrochloride, 1%, 20 ml, vial",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
1AE31DB442812841BD28A88FA8412E39,DINJMEDR1V,"MEDROXYPROGESTERONE acetate, 150 mg, 1 ml, vial",1,<ItemBatch>{21 35 54 55 56 59 60 61 62 157 158 240 263 313 326 340 418},<null>,,<null>,0,true,<null>
8CAE5876E643BB4BB8A6D68DDF14C7FE,DINJMETO1A,"METOCLOPRAMIDE hydrochloride, 5 mg/ml, 2 ml, amp.",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
95FE4D22F50B174D8241DC1417EA9CD4,DINJOXYT1A,"OXYTOCIN, 10 IU/ml, 1 ml, amp.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
5F01AF3B6C86F1488C686B26CD1F0B9F,DINJPENB2V,"BENZATHINE BENZYLPENICILLIN , 2.4 M IU, powder, vial",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
5C01DD08F37BD9468B49BF3433D1AA14,DINJPHYT2AN,"PHYTOMENADIONE (vitamin K), 10 mg/ml, 0.2 ml, amp.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
F356D3F0B37BBA4380F5F22905C714CD,DINJPROM25A,"PROMETHAZINE hydrochloride, 25mg/ml, 2ml, amp.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
DF3C03BF18B91644854F185FE34B0E81,DINJSTRE1V,"STREPTOMYCIN sulfate, 1 g, powder, vial",1,<ItemBatch>{},<ItemDepartment>{1},,<null>,0,false,<null>
5FB53FEC36F23B46ADCA04CC3310160D,DINJTHIA1A,"THIAMINE (vitamin B1), 50 mg/ml, 2 ml, amp.",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
77D6104B234F08409A75EEBFCBC2B729,DINJTRAM1A,"TRAMADOL hydrochloride, 50 mg/ml, 2 ml, amp.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
3BF2F3A2939E054993DEEE867B90A190,DINJWATE1A,"WATER for injection, 10 ml, plastic amp.",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
6CC3456CFB54B24BAB2F5ED77C04032A,DINJZMM0001,"CHLORPHENAMINE 10mg/ml, 1ml, amp.",1,<ItemBatch>{67 180},<null>,,<null>,0,true,<null>
CDF9E0D9977AA443ADA08AC4238DE512,DINJZMM0002,"WATER for injection, 5ml, plastic amp",1,<ItemBatch>{},<ItemDepartment>{2},,<null>,0,true,<null>
264AAF0EB5EF1F489D9A5B938AE19010,DORAABCV3T,"ABACAVIR sulfate (ABC), 300 mg, tab.",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
F4970C203F3E8C4594467086618A7092,DORAABCV6T,"ABACAVIR sulfate (ABC), 60 mg, tab.",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
26361944EA3CED498CA6DF7693A59355,DORAABLA02T,"ABACAVIR (ABC), 600mg/ LAMIVUDINE (3TC), 300mg, tab",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
7BAD77F748CC814C993B3274B73A1D76,DORAABLA6DT,"ABACAVIR (ABC), 60 mg / LAMIVUDINE (3TC), 30 mg, tab.",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
03023D816792C44990434B0E11B63D4A,DORAACIV2T,"ACICLOVIR, 200 mg, tab.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
787DCC887927D74FB17F53E164F1C148,DORAALBE4T,"ALBENDAZOLE, 400 mg, tab.",1,<ItemBatch>{22 36 86 129 206 238 262 322 391},<null>,,<null>,0,true,<null>
115C8817AC366A4C988A60FAAE64FC63,DORAALBF06D,"ARTEMETHER 20mg / LUMEFANTRINE 120mg, blister infant 6 tab",1,<ItemBatch>{311},<null>,,<null>,0,true,<null>
28D1A7154505B3419EE96EF7D75E7175,DORAALBF12D,"ARTEMETHER 20mg / LUMEFANTRINE 120mg, blister child 12 tab.",1,<ItemBatch>{119 120 327},<null>,,<null>,0,true,<null>
E7F84FC94E8B4647B1954DB8C1F2D93C,DORAALBF18Y,"ARTEMETHER 20mg / LUMEFANTRINE 120mg, blister youth 18 tab.",1,<ItemBatch>{121},<null>,,<null>,0,true,<null>
15B98CDED983524199A74AED2E816496,DORAALBF24A,"ARTEMETHER 20mg / LUMEFANTRINE 120mg, blister adults 24 tab.",1,<ItemBatch>{10 39 77 229 369 393},<null>,,<null>,0,true,<null>
84ADCDB8C5A00047AB51516CE8627FFE,DORAALUM4T,"ALUMINIUM hydroxide 400mg / MAGNESIUM hydroxide 400mg, tab.",1,<ItemBatch>{37 88 127 174 207 237 267 328 342 349 358 368 375 392 396},<null>,,<null>,0,true,<null>
D75763DFCC67694A8425DAE568E71175,DORAAMIT2T,"AMITRIPTYLINE hydrochloride, 25 mg, tab.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
F41E43056742734DA84505B6A64A5D44,DORAAMOC5T0,"AMOXICILLIN 500 mg / CLAVULANIC acid 125 mg, tab.",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
C8400A9B6B3E7044AA6F90F6C4A6F972,DORAAMOX1S0,"AMOXICILLIN 125mg / CLAVUL.ac. 31.25mg/5ml, oral susp.,100ml",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
321545D17F8543428A875A0F68754956,DORAAMOX5T,"AMOXICILLIN, 500 mg, tab.",1,<ItemBatch>{90},<null>,,<null>,0,true,<null>
6D4A7635C23ACB4E9C8420CC478F3158,DORAASCA2T,"ASCORBIC acid (vitamin C), 250 mg, tab.",1,<ItemBatch>{9 40 93 122 301},<null>,,<null>,0,true,<null>
7268D064D78554469423E769D0C6EE4C,DORAATRI3T1,"Atazanavir(ATZ)300mg/Ritonavir¨ 100mg tab",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
3492C0EC6F0F464288EBB0860E4AC78D,DORAAZIT2C,"AZITHROMYCIN, 250 mg, caps.",1,<ItemBatch>{68 123 228 409},<null>,,<null>,0,true,<null>
CCDC9764208D4D4799DBA3331520B08F,DORABISA5T,"BISACODYL, 5mg, tab.",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
DBC929ECEE76DD4A88B88271A6B97366,DORACARB2T,"CARBAMAZEPINE, 200 mg, tab.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
B308F53A2D4A244688234D46C01E215E,DORACEFI1S,"CEFIXIME, 100 mg/5 ml, powder for oral susp., 40ml, bottle",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
89DC4DB6CC39A14CB8BAB694AC801B2D,DORACEFI2T,"CEFIXIME, 200 mg, tab.",1,<ItemBatch>{79 170 212 235 312 410 411 425},<null>,,<null>,0,true,<null>
25B06E70357D4B4EB02F7B2AAA5F3D75,DORACHLP4T,"CHLORPHENAMINE hydrogen maleate, 4 mg, tab.",1,<ItemBatch>{42 91 166 181 182 213 234 271 302 330 351 397 420},<null>,,<null>,0,true,<null>
8517022E30703D4AADC2B8D5F86BE82E,DORACHLQ3T,"CHLOROQUINE, 155 mg base, (250 mg phosphate), tab.",1,<ItemBatch>{16 41 169 214 227 422},<null>,,<null>,0,true,<null>
046331E09A3CD847BD4A0AD099C2B9E0,DORACIPR5T,"CIPROFLOXACIN hydrochloride, eq. 500 mg base, breakable tab.",1,<ItemBatch>{215},<null>,,<null>,0,true,<null>
AD2D5DB09B14AD4FB7C6DFB7FFD2E04D,DORACLOX2C,"CLOXACILLIN sodium, eq. 250 mg base, caps.",1,<ItemBatch>{87 183},<null>,,<null>,0,true,<null>
55BB497453399F45B8905121513A528E,DORACOTR1T,"COTRIMOXAZOLE, 100 mg / 20 mg, tab.",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
4E5956FE231D6E4DA348D77B5E1A57CC,DORACOTR4T,"COTRIMOXAZOLE, 400 mg / 80 mg, tab.",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
B9C9EC398DDB4444A8B5A906E31C2D2B,DORACOTR8T,"COTRIMOXAZOLE, 800 mg / 160 mg, tab.",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
30E7E8836E04394595F92CB0D4619C6D,DORADAPS1T,"DAPSONE, 100mg, tab",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
D60B62EBBF7DB94696F4829DBB574084,DORADIAZ5T,"DIAZEPAM, 5 mg, tab.",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
977C300C8383D94AB382F15BF9137F6D,DORADOXY1T,"DOXYCYCLINE hydrochloride, 100 mg, tab.",1,<ItemBatch>{185},<null>,,<null>,0,true,<null>
1D156DD46082C44AB8B01867228B438C,DORAEFAV2C,"EFAVIRENZ (EFV or EFZ), 200 mg, tab.",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
449650819EA95C409F3970C639930491,DORAEFAV6T,"EFAVIRENZ (EFV or EFZ), 600 mg, tab.",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
01E3DFDB8E988447BE7E6DA3DA6E63AA,DORAENAL5T,"ENALAPRIL maleate, 5 mg, tab.",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
390585C436774A42A9075411151951EC,DORAETHA1T,"ETHAMBUTOL hydrochloride (E), 100 mg, tab.",1,<ItemBatch>{},<ItemDepartment>{1},,<null>,0,false,<null>
83BEC082023BC1408334D9CFE75AE8B8,DORAETHA4T,"ETHAMBUTOL hydrochloride (E), 400 mg, tab.",1,<ItemBatch>{},<ItemDepartment>{1},,<null>,0,false,<null>
0B9B6A41369F3A449E69FDCE68B25F9E,DORAETHL3T0,"ETHINYLESTR. 0.03 mg / LEVONORGESTREL 0.15 mg, plaq. 28 tab.",1,<ItemBatch>{13 19 27 43 84 98 167 186 216 303 329 343 352 372},<null>,,<null>,0,true,<null>
6375CBEA8046DE4B82341840572E70F3,DORAFEGL50,"FERROUS GLUCONATE 50mg, drinkable ampoule",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
F14234C9384C4B47906EC92890EBE2FB,DORAFERS2T,"FERROUS sulfate (or fumarate), 200 mg (= 65 mg iron), tab",1,<ItemBatch>{45 82 83 165 187 188 233 331 344 353 361 379 385 386 404 405 421},<null>,,<null>,0,true,<null>
21C4A8E4E2DFA040AA248B051B2AE19A,DORAFLUC2T,"FLUCONAZOLE, 200 mg, tab.",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
1954F5D3F1047C49A8FDBCF549A9940F,DORAFOLA5T,"FOLIC acid, 5 mg, tab.",1,<ItemBatch>{99 101 164 189 190 232 275 294 332 345 362 398 413},<null>,,<null>,0,true,<null>
9C775E4FC705944CB7973125CE64825A,DORAFURO4T,"FUROSEMIDE, 40 mg, tab.",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
827D03BC911F0740925EFCE88698ABD7,DORAGLI8T,"GLICLAZIDE 80mg, tabs",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
45E0C1E4A90EE44A8CBCFCA3D5C82AF5,DORAGLUC4P,"GLUCOSE Powder, 450g, (Cal-D)",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
694D1A4B13EF834993B552F7F0B11B55,DORAIBUP4T,"IBUPROFEN, 400 mg, tab.",1,<ItemBatch>{107 161 226 287},<null>,,<null>,0,true,<null>
9882CFAE5481294FA62C797298337614,DORAISON1T,"ISONIAZID (H), 100 mg, tab.",1,<ItemBatch>{},<ItemDepartment>{3},,<null>,0,false,<null>
13389DA18B7E754BA90B184C4734C2D0,DORAISON3T,"ISONIAZID (H), 300 mg, tab.",1,<ItemBatch>{},<ItemDepartment>{3},,<null>,0,false,<null>
D1AF795D440DB34591911123326514FE,DORAITRA1C,"ITRACONAZOLE, 100 mg, caps.",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
CD15A19E145DEF44862E32AA78789770,DORAIVER3T3,"IVERMECTIN (scabies + other indic), 3 mg, tab.",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
20D0B120A0A11B45A4FD5DB4456F9762,DORALAMI1T,"LAMIVUDINE, (3TC), 150 mg, tab.",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
94C42DFDFC160B4499901DA77759AB8D,DORALEVO1T,"LEVONORGESTREL, 1.5mg, tab",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
8B1E6341AEB94842B0F59D1DAC905DEA,DORALOPE2T,"LOPERAMIDE, 2 mg, tab.",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
AEBC4C74CD4F294084224C037068E57B,DORALPRF1T1,"LOPINAVIR (LPV) 100 mg / RITONAVIR (r) 25 mg tab.",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
6CD80BE52CBDF54580ED110F0831EE58,DORALPRF2T4,"LOPINAVIR (LPV) 200 mg / RITONAVIR (r) 50 mg tab.",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
089967241BC0F542B99CD1D5BFCC994C,DORALPRF8S1,"LOPINAVIR(LPV) / RITONAVIR(r) 80/20mg/ml, oral susp, 60ml bot",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
6ABCEE5A36FD5C47AEEBE2C47698A0F8,DORALZNV1T2,"LAMIVUD(3TC) 150mg/ZIDOVUD(AZT) 300mg/NEVIR(NVP) 200mg tab",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
84D6CE7BAE23A04E9434BBA230587751,DORALZNV3T4,"LAMIVUD(3TC) 30 mg / ZIDOVUD(AZT) 60 mg / NEVIR(NVP) 50 mg tab",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
8E6C0472F4A6BA4C8DEB1B0F13962A82,DORAMDDS64T,"MYHEP DVIR(DACL/SOFO) 60/400mg tab",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
1C4072B18B2ED348BB7F4AFC2ED00689,DORAMETF5T,"METFORMIN hydrochloride, 500 mg, tab.",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
82A09C323DAEB747B294CADBCD413A0F,DORAMETO1T,"METOCLOPRAMIDE hydrochloride anhydrous, 10 mg, tab.",1,<ItemBatch>{110 154 156},<null>,,<null>,0,true,<null>
2DF0C728C770364585370939A7B83F0C,DORAMIFP1T,"MIFEPRISTONE, 10mg, tab",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
D75AEE6119E6274C81793A40CAF32CF4,DORAMOX1S0,"AMOXICILLIN, 125mg/5ml, powder for oral susp., 100ml, bot",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
A78939DB38CFD34B92B57AC1560F9DC2,DORAMULT1T,"MULTIVITAMINES, tab.",1,<ItemBatch>{69 81 102 115 117 118 217 243 414},<null>,,<null>,0,true,<null>
323DD9E94BC64A4BAE7D335F1FD2E7A1,DORAMYDE30T,"MYDEKLA 30(Daclatasvir) 30mg tab",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
ECBF1FF13A88C54A9157B3C752DBBF0D,DORANEVI1S0,"NEVIRAPINE (NVP), 50mg/5ml, oral suspension 100 ml, bott.",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
71EFD4EBF6BE4F47A5E482F688ADA1E0,DORANEVI2T,"NEVIRAPINE (NVP), 200 mg, tab.",1,<ItemBatch>{},<ItemDepartment>{0},,<null>,0,false,<null>
40AECFB4B413DA45A7B5BD9D089861D9,DORANYST1S,"NYSTATIN, 100,000 IU/ml, oral suspension",1,<ItemBatch>{},<null>,,<null>,0,false,<null>
3FBF55496070964A887CCBBF4B6EB9A1,DORAOMEP2C,"OMEPRAZOLE, 20 mg, enteric caps.",1,<ItemBatch>{74 100 152 244},<null>,,<null>,0,true,<null>
63AB54F4F46D9546A298CCF6AC4D2FA0,DORAORSA2S,"ORAL REHYDRATION SALTS (ORS) low osmol., sachet 20.5 g/1l",1,<ItemBatch>{50 111 112 150 151 245 276 288 314 357 394},<null>,,<null>,0,true,<null>
A110B345E490AD43913CEF9ABF21EA97,DORAPARA1S,"PARACETAMOL (acetaminophen), 120 mg/5 ml, syrup, 60 ml, bot.",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
448CCD81B082404EB0F4BC971EC18124,DORAPARA1T,"PARACETAMOL (acetaminophen), 100 mg, tab.",1,<ItemBatch>{},<null>,,<null>,0,true,<null>
E6A244E41CF3BD449BC6AF6069A67F5A,DORAPARA5T,"PARACETAMOL (acetaminophen), 500 mg, tab.",1,<ItemBatch>{103 148 149 218 277 278 292 293 315 316 317},<null>,,<null>,0,true,<null>
