id,stocktake,itemBatch,snapshotNumberOfPacks,packSize,expiryDate,batch,costPrice,sellPrice,countedNumberOfPacks,sortIndex
01ed6860348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{128},29600,1,"2019-07-31 00:00:00 +0000",6777160702,1,0,29600,2
01e6b1a0348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{129},40,1,"2019-12-31 00:00:00 +0000",supplierinvoice_17,0,0,40,0
02fc4050348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{130},70,1,<null>,supplierinvoice_18,0,0,70,63
02f51460348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{131},1290,1,"2019-12-31 00:00:00 +0000",HCG21612,6,0,1290,62
02ee0f80348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{132},56,1,<null>,supplierinvoice_21,0.79,0,56,61
02e731b0348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{133},172,1,<null>,supplierinvoice_20,2.08,2.08,172,60
02e053e0348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{134},1235,1,"2020-12-31 00:00:00 +0000",1801001,24,0,1235,59
02d97610348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{135},100,1,"2019-08-31 00:00:00 +0000",supplierinvoice_1,0,0,100,58
02d35b90348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{0},20,1,"2018-08-31 00:00:00 +0000",supplierinvoice_1,0,0,20,57
02cd1a00348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{136},1,1,<null>,supplierinvoice_19,0,0,1,56
02c774b0348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{137},4,1,<null>,supplierinvoice_1,0,0,4,55
02c0bdf0348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{3},5,1,<null>,supplierinvoice_1,0,0,5,54
02ba7c60348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{138},1,1,<null>,supplierinvoice_19,0,0,1,53
02b52530348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{139},1,1,<null>,supplierinvoice_1,0,0,1,52
02aebc90348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{140},20,1,"2021-04-30 00:00:00 +0000",supplierinvoice_1,0,0,20,51
02a8c920348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{141},3,1,<null>,supplierinvoice_21,7.67,0,3,50
02a39900348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{142},14,1,<null>,supplierinvoice_21,7.67,0,14,49
029e68e0348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{143},1,1,<null>,supplierinvoice_21,767,0,1,48
029938c0348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{144},7,1,<null>,supplierinvoice_3,0,0,7,47
02934550348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{145},700,1,"2018-10-31 00:00:00 +0000",421016F,0,0,700,46
028da000348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{146},1000,1,"2019-05-31 00:00:00 +0000",supplierinvoice_1,0,0,1000,45
0288be00348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{147},283,1,"2018-12-31 00:00:00 +0000",supplierinvoice_1,0,0,283,44
0283dc00348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{148},54000,1,"2020-08-31 00:00:00 +0000",PRA716,0.01,0,54000,43
028080a0348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{149},10000,1,"2020-08-31 00:00:00 +0000",PRA716,0,0,10000,42
027b9ea0348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{150},2100,1,<null>,supplierinvoice_21,0.07000000000000001,0,2100,41
027758e0348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{151},370,1,<null>,supplierinvoice_18,0,0,370,40
0271daa0348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{152},720,1,"2020-03-31 00:00:00 +0000",supplierinvoice_1,0,0,720,39
026caa80348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{118},1000,1,"2019-06-30 00:00:00 +0000",543160604,0,0,1000,38
02677a60348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{6},154,1,<null>,supplierinvoice_15,0,0,154,37
026334a0348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{1},6737,1,<null>,supplierinvoice_1,0,0,6737,36
025e2b90348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{153},238,1,"2020-04-30 00:00:00 +0000",M27007,0.28,0,238,35
025a0ce0348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{154},500,1,"2019-07-31 00:00:00 +0000",supplierinvoice_1,0,0,500,34
0251a870348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{155},28,1,<null>,supplierinvoice_20,0.48,0,28,32
0256b180348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{156},81,1,"2018-11-30 00:00:00 +0000",supplierinvoice_1,0,0,81,33
024cc670348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{157},1080,1,"2022-03-31 00:00:00 +0000",76702302,0.38,0,1080,31
02491cf0348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{158},545,1,"2022-03-31 00:00:00 +0000",7C702202,38,0,545,30
0244b020348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{159},200,1,<null>,supplierinvoice_19,0,0,200,29
02417bd0348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{160},700,1,<null>,supplierinvoice_1,0,0,700,28
023ce7f0348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{161},1500,1,"2019-08-31 00:00:00 +0000",supplierinvoice_1,0,0,1500,27
02393e70348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{2},10,1,"2019-11-30 00:00:00 +0000",supplierinvoice_1,0,0,10,26
02356de0348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{4},31000,1,"2021-09-30 00:00:00 +0000",supplierinvoice_1,0,0,31000,25
02317640348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{5},6500,1,"2022-04-30 00:00:00 +0000",supplierinvoice_1,0,0,6500,24
022e1ae0348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{162},23300,1,"2022-01-31 00:00:00 +0000",supplierinvoice_1,0,0,23300,23
0229ae10348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{163},4000,1,"2019-01-31 00:00:00 +0000",supplierinvoice_1,0,0,4000,22
0225b670348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{164},9800,1,"2019-02-28 00:00:00 +0000",0937K3,1,0,9800,21
022197c0348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{165},12000,1,"2020-11-30 00:00:00 +0000",T3017403,0,0,12000,20
021785a0348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{166},18500,1,"2020-03-31 00:00:00 +0000",CP7002,0,0,18500,17
021e6370348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{167},1518,1,"2020-01-31 00:00:00 +0000",7153B,0.38,0,1518,19
021b2f20348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{168},294,1,<null>,supplierinvoice_1,0,0,294,18
02147860348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{169},640,1,"2019-11-30 00:00:00 +0000",supplierinvoice_1,0,0,640,16
021080c0348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{170},-100,1,"2018-05-31 00:00:00 +0000",supplierinvoice_1,0,0,100,15
020d2560348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{7},2,1,"2018-11-30 00:00:00 +0000",supplierinvoice_19,0,0,2,14
020adb70348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{171},36,1,<null>,supplierinvoice_1,0,0,36,13
01fbe750348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{172},1340,1,"2020-12-31 00:00:00 +0000"," 000",0,0,1340,8
0207a720348b11e1bd5fc5c422a3fadd,<Stocktake>{5},<ItemBatch>{173},192,1,<null>,supplierinvoice_21,0.1,0,192,12
35691bb00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{129},1770,1,"2019-12-31 00:00:00 +0000",supplierinvoice_17,0.02,0,1770,0
356c28f00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{174},6500,1,"2020-04-30 00:00:00 +0000",514,1,0,6500,1
356dd6a00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{175},16500,1,"2019-07-31 00:00:00 +0000",6777160702,1,0,16500,2
356fd2700afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{119},1,1,"2018-10-31 00:00:00 +0000",supplierinvoice_1,0,0,1,3
3570e3e00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{120},71,1,"2018-04-30 00:00:00 +0000",DYI1516167,0,0,71,4
3572b8a00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{121},148,1,"2018-09-30 00:00:00 +0000",supplierinvoice_1,0,0,148,5
357529a00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{122},700,1,"2019-02-28 00:00:00 +0000",AAM17004,0.01,0,700,6
3577c1b00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{123},200,1,"2019-04-30 00:00:00 +0000",HE16E05,11,0,200,7
357d8e100afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{176},15000,1,<null>,supplierinvoice_18,0,0,15000,9
358026200afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{177},3000,1,<null>,supplierinvoice_17,0,0,3000,10
358333600afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{178},14,1,"2019-06-30 00:00:00 +0000",16018B99,37,0,14,11
357a80d00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{179},770,1,<null>,supplierinvoice_18,0.05,0,770,8
3585cb700afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{171},36,1,<null>,supplierinvoice_1,0,0,36,12
3587a0300afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{7},2,1,"2018-11-30 00:00:00 +0000",supplierinvoice_19,0,0,2,13
358a86600afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{170},200,1,"2018-05-31 00:00:00 +0000",supplierinvoice_1,0,0,200,14
358d93a00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{169},2640,1,"2019-11-30 00:00:00 +0000",supplierinvoice_1,0,0,2640,15
359052c00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{180},25,1,"2018-04-30 00:00:00 +0000",supplierinvoice_1,0,0,25,16
359338f00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{181},1400,1,"2019-12-31 00:00:00 +0000",999161201,0,0,1400,17
3595a9f00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{182},11000,1,"2019-12-31 00:00:00 +0000",999161201,0,0,11000,18
35992c600afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{183},800,1,"2018-05-31 00:00:00 +0000",supplierinvoice_1,0,0,800,19
359c87c00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{168},353,1,<null>,supplierinvoice_1,0,0,353,20
359f95000afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{184},17,1,"2018-04-30 00:00:00 +0000",supplierinvoice_1,0,0,17,21
35a2f0600afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{185},1000,1,"2018-06-30 00:00:00 +0000",supplierinvoice_1,0,0,1000,22
35a672d00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{186},597,1,"2019-08-31 00:00:00 +0000",ZP656003,38,0,597,23
35a9ce300afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{187},1800,1,"2020-11-30 00:00:00 +0000",502,0,0,1800,24
35acdb700afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{188},4400,1,"2020-11-30 00:00:00 +0000",T3017403,0,0,4400,25
35b0ac000afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{189},1400,1,"2020-07-31 00:00:00 +0000",supplierinvoice_1,0,0,1400,26
35b344100afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{190},4100,1,"2019-04-30 00:00:00 +0000",0937K3,1,0,4100,27
35b73bb00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{163},4000,1,"2019-01-31 00:00:00 +0000",supplierinvoice_1,0,0,4000,28
35bb0c400afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{162},27500,1,"2022-01-31 00:00:00 +0000",supplierinvoice_1,0,0,27500,29
35bdf2700afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{5},6500,1,"2022-04-30 00:00:00 +0000",supplierinvoice_1,0,0,6500,30
35c174e00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{4},31000,1,"2021-09-30 00:00:00 +0000",supplierinvoice_1,0,0,31000,31
35c51e600afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{191},10,1,"2018-02-28 00:00:00 +0000",supplierinvoice_1,0,0,10,32
35c8c7e00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{2},10,1,"2019-11-30 00:00:00 +0000",supplierinvoice_1,0,0,10,33
35ccbf800afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{161},1500,1,"2019-08-31 00:00:00 +0000",supplierinvoice_1,0,0,1500,34
35d105400afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{160},1100,1,<null>,supplierinvoice_1,0,0,1100,35
35d439900afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{159},200,1,<null>,supplierinvoice_19,0,0,200,36
35d831300afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{192},43,1,"2020-09-30 00:00:00 +0000",3434C1,0.48,0,43,37
35dc28d00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{156},81,1,"2018-11-30 00:00:00 +0000",supplierinvoice_1,0,0,81,38
35df84300afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{154},500,1,"2019-07-31 00:00:00 +0000",supplierinvoice_1,0,0,500,39
35e3c9f00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{1},6748,1,<null>,supplierinvoice_1,0,0,6748,40
35e74c600afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{6},154,1,<null>,supplierinvoice_15,0,0,154,41
35ec2e600afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{118},1000,1,"2019-06-30 00:00:00 +0000",543160604,0,0,1000,42
35f04d100afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{117},500,1,"2018-07-31 00:00:00 +0000",543150702,0,0,500,43
35f492d00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{152},720,1,"2020-03-31 00:00:00 +0000",supplierinvoice_1,0,0,720,44
35f8ffa00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{151},2734,1,<null>,supplierinvoice_18,0.07000000000000001,0,2734,45
35fd45600afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{149},45200,1,"2020-08-31 00:00:00 +0000",PRA716,0.01,0,45200,46
3601b2300afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{193},29,1,"2019-09-30 00:00:00 +0000",supplierinvoice_7,0,0,29,47
3604bf700afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{194},37,1,"2023-01-31 00:00:00 +0000",8592,1.4,0,37,48
36092c400afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{147},283,1,"2018-12-31 00:00:00 +0000",supplierinvoice_1,0,0,283,49
360caeb00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{146},1000,1,"2019-05-31 00:00:00 +0000",supplierinvoice_1,0,0,1000,50
3611ded00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{145},1650,1,"2018-10-31 00:00:00 +0000",421016F,35,0,1650,51
361adf800afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{144},13,1,<null>,supplierinvoice_3,0,0,13,53
361f9a700afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{140},20,1,"2021-04-30 00:00:00 +0000",supplierinvoice_1,0,0,20,54
3624ca900afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{139},1,1,<null>,supplierinvoice_1,0,0,1,55
362910500afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{138},1,1,<null>,supplierinvoice_19,0,0,1,56
362e67800afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{3},5,1,<null>,supplierinvoice_1,0,0,5,57
363397a00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{137},4,1,<null>,supplierinvoice_1,0,0,4,58
3637b6500afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{136},1,1,<null>,supplierinvoice_19,0,0,1,59
363c71400afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{0},20,1,"2018-08-31 00:00:00 +0000",supplierinvoice_1,0,0,20,60
36423da00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{195},3,1,"2018-06-30 00:00:00 +0000",supplierinvoice_1,0,0,3,61
3647bbe00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{135},100,1,"2019-08-31 00:00:00 +0000",supplierinvoice_1,0,0,100,62
364d13100afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{196},3,1,"2022-03-31 00:00:00 +0000",supplierinvoice_11,0,0,3,63
3651ce000afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{197},272,1,"2020-12-31 00:00:00 +0000",1801001,24,0,272,64
361672b00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{126},24,1,"2018-04-30 00:00:00 +0000",supplierinvoice_1,0,0,24,52
365725300afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{198},13,1,<null>,supplierinvoice_18,0.79,0,13,65
365c7c600afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{199},1100,1,"2019-11-30 00:00:00 +0000",05DDCO34A,0.34,0,1100,66
3661faa00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{200},515,1,"2019-12-31 00:00:00 +0000",HCG21612,6,0,515,67
36679ff00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{130},202,1,<null>,supplierinvoice_18,125,0,202,68
366f1a000afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{201},16,1,<null>,supplierinvoice_1,0,0,16,69
36755b900afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{202},1250,1,"2020-09-30 00:00:00 +0000",supplierinvoice_2,0,0,1250,70
367ab2c00afb11e8b3cc4b7fa3cb3cef,<Stocktake>{0},<ItemBatch>{203},110,1,"2020-03-31 00:00:00 +0000",supplierinvoice_3,0,0,110,71
0ba0aca0152611e8884ef1796b006edd,<Stocktake>{6},<ItemBatch>{204},0,1,<null>,stocktake_8,0,0,1360,3
9bda0510152511e8884ef1796b006edd,<Stocktake>{6},<ItemBatch>{205},0,1,<null>,stocktake_8,0,0,16,2
982e3b20152511e8884ef1796b006edd,<Stocktake>{6},<ItemBatch>{8},0,1,<null>,stocktake_8,0,0,3000,1
6b806530152511e8884ef1796b006edd,<Stocktake>{6},<ItemBatch>{124},0,1,<null>,stocktake_8,0,0,15000,0
34e05310331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{206},8185,1,"2019-01-31 00:00:00 +0000",supplierinvoice_29,0,0,8185,0
34e4e6f0331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{207},7065,1,"2019-08-31 00:00:00 +0000",supplierinvoice_29,0,0,7065,1
34e97ad0331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{208},14000,1,"2019-07-31 00:00:00 +0000",6777160702,0,0,14000,2
34ebebd0331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{10},283,1,"2020-09-30 00:00:00 +0000",ID74014,1.51,1.51,283,3
34eed200331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{119},1,1,"2018-10-31 00:00:00 +0000",supplierinvoice_1,0,0,1,4
34f058a0331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{120},48,1,"2018-04-30 00:00:00 +0000",DYI1516167,0,0,48,5
34f2c9a0331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{121},133,1,"2018-09-30 00:00:00 +0000",supplierinvoice_1,0,0,133,6
34f51390331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{9},3600,1,"2019-02-28 00:00:00 +0000",AAM17004,0,0,3600,7
35014890331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{8},1400,1,<null>,stocktake_8,0,0,1400,12
35042ec0331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{173},74,1,<null>,supplierinvoice_21,0,0,74,13
353bb980331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{209},11,1,"2020-06-30 00:00:00 +0000",supplierinvoice_26,0,0,11,30
35073c00331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{171},33,1,<null>,supplierinvoice_1,0,0,33,14
3508e9b0331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{7},2,1,"2018-11-30 00:00:00 +0000",supplierinvoice_19,0,0,2,15
35619100331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{210},72,1,"2023-01-31 00:00:00 +0000",supplierinvoice_26,0,0,72,39
3546dd10331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{211},654,1,"2020-07-31 00:00:00 +0000",supplierinvoice_23,0,0,654,33
35808ab0331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{0},18,1,"2018-08-31 00:00:00 +0000",supplierinvoice_1,0,0,18,46
35379ad0331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{157},500,1,"2022-03-31 00:00:00 +0000",76702302,0,0,500,29
350bcfe0331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{212},100,1,"2018-07-31 00:00:00 +0000",217415009,0,0,100,16
35125f90331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{213},2700,1,"2020-03-31 00:00:00 +0000",CP7002,0,0,2700,18
350f0430331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{214},2100,1,"2019-11-30 00:00:00 +0000",supplierinvoice_26,0,0,2100,17
35156cd0331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{215},400,1,"2018-10-31 00:00:00 +0000",784151004,0,0,400,19
3518c830331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{168},207,1,<null>,supplierinvoice_1,0,0,207,20
351bfc80331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{167},117,1,"2020-01-31 00:00:00 +0000",7153B,0,0,117,21
351e9490331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{216},750,1,"2020-01-31 00:00:00 +0000",7153B,0,0,750,22
3533a330331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{161},300,1,"2019-08-31 00:00:00 +0000",supplierinvoice_1,0,0,300,28
353f6300331011e8baf10984b52a6d1a,<Stocktake>{7},<ItemBatch>{156},81,1,"2018-11-30 00:00:00 +0000",supplierinvoice_1,0,0,81,31
